PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P437
Station name, Whidbey_S_WA2007
Begin Date, 2007-09-06
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P437.pbo.igs14.pos
Offset from source file, 36.17 mm North, 32.06 mm East, -14.50 mm Vertical
Reference position, 48.0018097536 North Latitude, -122.4591572206 East Longitude, 12.47420 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-11-26,-17.78, -19.16, -15.67, 1.9, 1.45, 6.04, repro,
2009-11-27,-17.10, -19.26, -24.21, 1.95, 1.46, 6.17, repro,
2009-11-28,-18.73, -18.87, -21.51, 1.71, 1.31, 5.52, repro,
2009-11-29,-18.19, -19.60, -25.61, 1.79, 1.35, 5.7, repro,
2009-11-30,-19.07, -19.33, -23.75, 1.81, 1.36, 5.76, repro,
2009-12-01,-18.69, -19.28, -22.03, 1.75, 1.32, 5.58, repro,
2009-12-02,-18.33, -18.56, -20.03, 1.8, 1.35, 5.62, repro,
2009-12-03,-18.07, -19.06, -20.84, 1.77, 1.33, 5.6, repro,
2009-12-04,-18.52, -20.28, -18.39, 1.79, 1.36, 5.69, repro,
2009-12-05,-17.37, -19.38, -22.68, 1.75, 1.32, 5.59, repro,
2009-12-06,-17.88, -19.20, -22.04, 1.74, 1.31, 5.53, repro,
2009-12-07,-18.40, -19.99, -15.32, 1.79, 1.34, 5.63, repro,
2009-12-08,-18.65, -19.71, -17.33, 1.77, 1.33, 5.56, repro,
2009-12-09,-19.37, -19.63, -14.81, 1.76, 1.34, 5.66, repro,
2009-12-10,-18.74, -19.95, -16.43, 1.78, 1.35, 5.62, repro,
2009-12-11,-18.24, -20.11, -16.01, 1.75, 1.37, 5.63, repro,
2009-12-12,-17.86, -20.08, -14.78, 1.78, 1.35, 5.64, repro,
2009-12-13,-18.38, -20.49, -13.62, 1.84, 1.37, 5.78, repro,
2009-12-14,-17.83, -19.78, -17.55, 1.83, 1.38, 5.75, repro,
2009-12-15,-18.23, -20.27, -16.48, 1.96, 1.46, 6.2, repro,
2009-12-16,-16.69, -18.32, -12.21, 2.12, 1.56, 6.71, repro,
2009-12-17,-18.96, -18.93, -19.54, 1.87, 1.4, 5.91, repro,
2009-12-18,-20.22, -19.21, -20.57, 1.92, 1.38, 5.89, repro,
2009-12-19,-18.92, -19.38, -22.30, 1.92, 1.43, 6.09, repro,
2009-12-20,-18.36, -19.86, -20.00, 2.08, 1.54, 6.62, repro,
2009-12-21,-19.42, -19.54, -15.15, 2.05, 1.53, 6.5, repro,
2009-12-22,-19.23, -19.72, -18.72, 1.77, 1.35, 5.65, repro,
2009-12-23,-19.26, -19.53, -25.74, 1.76, 1.3, 5.55, repro,
2009-12-24,-19.22, -18.95, -25.59, 1.72, 1.26, 5.43, repro,
2009-12-25,-19.75, -19.42, -20.45, 1.7, 1.24, 5.34, repro,
2009-12-26,-19.54, -18.46, -21.23, 1.77, 1.3, 5.58, repro,
2009-12-27,-18.39, -19.03, -22.15, 1.81, 1.33, 5.71, repro,
2009-12-28,-19.16, -19.62, -21.07, 1.74, 1.28, 5.51, repro,
2009-12-29,-19.15, -19.59, -20.93, 1.67, 1.22, 5.3, repro,
2009-12-30,-19.56, -19.91, -15.58, 1.72, 1.25, 5.41, repro,
2009-12-31,-18.07, -19.03, -21.17, 1.92, 1.4, 6.05, repro,
2010-01-01,-16.89, -18.40, -18.50, 2.15, 1.55, 6.8, repro,
2010-01-02,-18.47, -18.76, -16.12, 1.87, 1.37, 5.9, repro,
2010-01-03,-19.72, -18.94, -25.16, 1.8, 1.33, 5.7, repro,
2010-01-04,-19.67, -19.11, -21.29, 1.85, 1.36, 5.88, repro,
2010-01-05,-18.70, -19.29, -20.06, 1.95, 1.43, 6.1, repro,
2010-01-06,-18.44, -18.69, -22.98, 1.87, 1.41, 5.86, repro,
2010-01-07,-18.83, -18.49, -23.58, 1.77, 1.32, 5.63, repro,
2010-01-08,-19.73, -19.66, -25.17, 2, 1.48, 6.34, repro,
2010-01-09,-19.73, -19.89, -25.26, 1.96, 1.45, 6.24, repro,
2010-01-10,-18.48, -19.00, -26.88, 1.87, 1.37, 5.89, repro,
2010-01-11,-18.73, -18.98, -22.58, 1.88, 1.39, 5.97, repro,
2010-01-12,-18.30, -20.14, -18.04, 1.99, 1.47, 6.29, repro,
2010-01-13,-18.77, -19.03, -21.41, 1.81, 1.41, 5.86, repro,
2010-01-14,-18.98, -18.84, -21.61, 1.93, 1.52, 6.29, repro,
2010-01-15,-17.49, -18.76, -24.92, 2.14, 1.6, 6.73, repro,
2010-01-16,-19.93, -19.38, -18.71, 1.88, 1.38, 5.87, repro,
2010-01-17,-18.63, -19.86, -15.99, 1.93, 1.45, 6.07, repro,
2010-01-18,-19.33, -19.59, -6.91, 2.01, 1.5, 6.27, repro,
2010-01-19,-19.34, -19.52, -11.49, 1.88, 1.41, 5.85, repro,
2010-01-20,-19.61, -20.09, -8.10, 1.79, 1.36, 5.59, repro,
2010-01-21,-18.76, -20.55, -11.25, 1.71, 1.3, 5.36, repro,
2010-01-22,-19.33, -20.85, -14.97, 1.69, 1.28, 5.32, repro,
2010-01-23,-19.28, -19.46, -23.52, 1.65, 1.26, 5.2, repro,
2010-01-24,-19.13, -19.52, -24.96, 1.76, 1.34, 5.54, repro,
2010-01-25,-20.34, -20.39, -21.54, 1.9, 1.42, 5.97, repro,
2010-01-26,-18.29, -19.87, -24.36, 1.74, 1.32, 5.46, repro,
2010-01-27,-18.80, -19.52, -27.94, 1.72, 1.32, 5.4, repro,
2010-01-28,-19.16, -18.82, -29.04, 1.8, 1.39, 5.81, repro,
2010-01-29,-19.64, -19.14, -24.13, 1.81, 1.37, 5.67, repro,
2010-01-30,-20.25, -19.48, -22.40, 1.64, 1.26, 5.21, repro,
2010-01-31,-19.43, -19.87, -20.44, 1.68, 1.26, 5.24, repro,
2010-02-01,-19.91, -19.05, -19.35, 1.72, 1.31, 5.44, repro,
2010-02-02,-20.23, -19.85, -17.12, 1.78, 1.31, 5.51, repro,
2010-02-03,-20.59, -19.37, -18.68, 1.74, 1.3, 5.42, repro,
2010-02-04,-19.76, -21.41, -15.56, 1.77, 1.36, 5.61, repro,
2010-02-05,-20.47, -20.20, -17.54, 1.8, 1.36, 5.62, repro,
2010-02-06,-19.54, -19.50, -22.99, 1.7, 1.3, 5.38, repro,
2010-02-07,-20.27, -19.90, -21.65, 1.7, 1.27, 5.31, repro,
2010-02-08,-19.93, -19.78, -20.62, 1.72, 1.28, 5.36, repro,
2010-02-09,-20.37, -19.55, -23.12, 1.72, 1.27, 5.33, repro,
2010-02-10,-20.75, -20.25, -22.32, 1.76, 1.33, 5.54, repro,
2010-02-11,-20.94, -20.68, -14.64, 1.9, 1.45, 5.89, repro,
2010-02-12,-19.58, -18.99, -17.07, 2.07, 1.53, 6.49, repro,
2010-02-13,-20.53, -19.26, -17.85, 1.89, 1.41, 5.94, repro,
2010-02-14,-20.19, -19.26, -23.12, 1.88, 1.41, 5.95, repro,
2010-02-15,-19.93, -19.54, -22.01, 1.73, 1.29, 5.43, repro,
2010-02-16,-20.33, -19.80, -23.26, 1.94, 1.4, 6.02, repro,
2010-02-17,-19.08, -19.94, -22.51, 1.77, 1.27, 5.46, repro,
2010-02-18,-19.86, -20.33, -25.97, 1.74, 1.26, 5.43, repro,
2010-02-19,-20.68, -19.97, -25.53, 1.71, 1.23, 5.31, repro,
2010-02-20,-19.94, -20.36, -21.45, 1.75, 1.28, 5.44, repro,
2010-02-21,-20.54, -20.35, -22.81, 1.72, 1.29, 5.43, repro,
2010-02-22,-21.39, -20.71, -22.42, 1.8, 1.35, 5.66, repro,
2010-02-23,-19.64, -19.89, -22.68, 1.86, 1.38, 5.85, repro,
2010-02-24,-20.89, -20.46, -16.26, 1.8, 1.31, 5.6, repro,
2010-02-25,-20.29, -19.54, -15.47, 1.79, 1.31, 5.62, repro,
2010-02-26,-19.92, -21.08, -17.76, 1.75, 1.28, 5.53, repro,
2010-02-27,-20.64, -20.88, -12.90, 1.74, 1.28, 5.54, repro,
2010-02-28,-20.53, -20.76, -19.57, 1.85, 1.36, 5.77, repro,
2010-03-01,-20.90, -19.68, -18.65, 1.92, 1.4, 5.97, repro,
2010-03-02,-19.99, -21.20, -14.98, 1.86, 1.35, 5.8, repro,
2010-03-03,-20.64, -21.25, -13.86, 1.76, 1.29, 5.54, repro,
2010-03-04,-20.64, -21.78, -17.00, 1.75, 1.26, 5.45, repro,
2010-03-05,-20.82, -20.56, -20.43, 1.81, 1.33, 5.66, repro,
2010-03-06,-20.40, -20.18, -23.20, 1.79, 1.31, 5.54, repro,
2010-03-07,-21.59, -20.67, -19.22, 1.8, 1.3, 5.63, repro,
2010-03-08,-20.20, -21.15, -17.61, 1.94, 1.41, 6, repro,
2010-03-09,-21.32, -20.43, -16.06, 1.81, 1.31, 5.62, repro,
2010-03-10,-21.04, -20.62, -14.23, 1.77, 1.28, 5.53, repro,
2010-03-11,-20.04, -20.45, -11.14, 1.82, 1.31, 5.69, repro,
2010-03-12,-21.12, -20.99, -14.66, 2.06, 1.48, 6.39, repro,
2010-03-13,-20.80, -20.50, -15.24, 1.88, 1.37, 5.86, repro,
2010-03-14,-21.39, -19.51, -22.91, 1.8, 1.28, 5.62, repro,
2010-03-15,-21.49, -20.68, -25.57, 1.85, 1.33, 5.72, repro,
2010-03-16,-20.61, -20.20, -26.08, 2.03, 1.45, 6.32, repro,
2010-03-17,-21.62, -21.42, -25.42, 2.07, 1.49, 6.42, repro,
2010-03-18,-20.80, -21.25, -30.36, 1.81, 1.32, 5.62, repro,
2010-03-19,-20.97, -21.08, -27.09, 1.8, 1.29, 5.59, repro,
2010-03-20,-21.19, -21.74, -28.08, 1.79, 1.29, 5.61, repro,
2010-03-21,-20.44, -21.52, -25.28, 2.19, 1.55, 6.85, repro,
2010-03-22,-20.89, -20.90, -24.01, 2.03, 1.45, 6.29, repro,
2010-03-23,-21.04, -21.23, -24.08, 1.84, 1.34, 5.69, repro,
2010-03-24,-21.14, -20.89, -24.41, 1.8, 1.3, 5.59, repro,
2010-03-25,-20.93, -21.93, -17.12, 1.87, 1.34, 5.83, repro,
2010-03-26,-22.04, -21.26, -18.14, 1.79, 1.27, 5.57, repro,
2010-03-27,-21.28, -20.37, -22.50, 1.93, 1.38, 5.99, repro,
2010-03-28,-19.53, -20.64, -16.26, 2.17, 1.52, 6.8, repro,
2010-03-29,-20.99, -21.37, -5.45, 2.14, 1.51, 6.66, repro,
2010-03-30,-20.78, -21.38, -11.11, 1.95, 1.39, 6, repro,
2010-03-31,-21.74, -21.56, -15.87, 1.83, 1.3, 5.61, repro,
2010-04-01,-21.95, -21.48, -20.28, 1.87, 1.35, 5.84, repro,
2010-04-02,-20.94, -21.79, -16.78, 1.99, 1.39, 6.18, repro,
2010-04-03,-22.23, -22.05, -11.98, 1.83, 1.31, 5.72, repro,
2010-04-04,-21.41, -21.64, -16.87, 1.83, 1.31, 5.67, repro,
2010-04-05,-21.96, -21.76, -14.96, 1.88, 1.34, 5.78, repro,
2010-04-06,-21.61, -22.24, -15.36, 1.84, 1.36, 5.74, repro,
2010-04-07,-22.00, -21.85, -20.20, 1.96, 1.43, 6.19, repro,
2010-04-08,-20.80, -20.97, -16.97, 1.95, 1.4, 6.05, repro,
2010-04-09,-21.69, -21.38, -17.47, 1.95, 1.36, 5.84, repro,
2010-04-10,-21.18, -21.68, -19.78, 1.85, 1.32, 5.7, repro,
2010-04-11,-20.69, -21.29, -22.09, 1.7, 1.22, 5.3, repro,
2010-04-12,-21.49, -21.22, -17.17, 1.73, 1.25, 5.43, repro,
2010-04-13,-20.35, -21.27, -20.80, 1.68, 1.23, 5.32, repro,
2010-04-14,-20.95, -21.43, -24.36, 1.92, 1.36, 5.93, repro,
2010-04-15,-21.83, -20.99, -23.02, 1.78, 1.28, 5.57, repro,
2010-04-16,-20.87, -21.48, -27.83, 1.75, 1.28, 5.48, repro,
2010-04-17,-21.22, -21.75, -21.42, 2.1, 1.53, 6.66, repro,
2010-04-18,-21.06, -21.72, -28.18, 1.84, 1.34, 5.74, repro,
2010-04-19,-21.70, -21.35, -19.90, 1.89, 1.36, 5.91, repro,
2010-04-20,-21.33, -21.75, -20.38, 1.86, 1.35, 5.79, repro,
2010-04-21,-21.08, -21.52, -16.74, 1.91, 1.37, 5.89, repro,
2010-04-22,-21.49, -22.41, -21.42, 1.87, 1.37, 5.85, repro,
2010-04-23,-22.00, -21.08, -15.01, 2.08, 1.5, 6.53, repro,
2010-04-24,-22.07, -21.74, -16.14, 2, 1.44, 6.24, repro,
2010-04-25,-21.14, -21.38, -21.29, 1.76, 1.28, 5.48, repro,
2010-04-26,-20.96, -21.27, -15.46, 1.81, 1.32, 5.68, repro,
2010-04-27,-20.57, -21.98, -15.39, 2.12, 1.5, 6.66, repro,
2010-04-28,-20.40, -22.04, -12.55, 1.89, 1.38, 5.92, repro,
2010-04-29,-20.41, -22.79, -13.76, 1.74, 1.29, 5.45, repro,
2010-04-30,-22.14, -22.19, -17.34, 1.85, 1.35, 5.77, repro,
2010-05-01,-20.50, -22.41, -16.61, 1.87, 1.35, 5.87, repro,
2010-05-02,-22.81, -21.91, -20.42, 1.97, 1.41, 6.15, repro,
2010-05-03,-20.49, -21.00, -15.01, 2.31, 1.68, 7.26, repro,
2010-05-04,-22.85, -22.57, -22.25, 1.97, 1.43, 6.11, repro,
2010-05-05,-20.88, -21.56, -20.22, 1.97, 1.41, 6.04, repro,
2010-05-06,-22.06, -22.25, -26.36, 1.87, 1.36, 5.84, repro,
2010-05-07,-21.65, -20.61, -24.57, 1.95, 1.37, 6.1, repro,
2010-05-08,-21.98, -22.05, -19.55, 2.18, 1.55, 6.76, repro,
2010-05-09,-22.68, -22.04, -16.73, 1.97, 1.42, 6.13, repro,
2010-05-10,-21.05, -21.51, -15.43, 1.91, 1.4, 5.96, repro,
2010-05-11,-22.00, -21.34, -19.85, 1.79, 1.32, 5.63, repro,
2010-05-12,-22.79, -21.12, -21.96, 1.86, 1.37, 5.86, repro,
2010-05-13,-23.14, -20.22, -24.17, 2.56, 1.89, 8.05, repro,
2010-05-14,-22.56, -21.84, -20.21, 1.81, 1.35, 5.77, repro,
2010-05-15,-21.32, -21.89, -20.99, 1.83, 1.37, 5.8, repro,
2010-05-16,-22.43, -21.49, -18.97, 2.01, 1.46, 6.32, repro,
2010-05-17,-22.30, -22.18, -19.78, 1.83, 1.36, 5.77, repro,
2010-05-18,-22.69, -21.49, -14.45, 1.85, 1.35, 5.8, repro,
2010-05-19,-21.54, -21.59, -19.19, 2.07, 1.5, 6.52, repro,
2010-05-20,-21.38, -22.53, -15.70, 2.11, 1.53, 6.62, repro,
2010-05-21,-23.01, -21.98, -16.19, 1.76, 1.32, 5.49, repro,
2010-05-22,-22.23, -22.42, -13.44, 1.7, 1.27, 5.38, repro,
2010-05-23,-21.97, -22.93, -12.51, 2.32, 1.79, 7.32, repro,
2010-05-24,-22.21, -22.28, -18.88, 1.7, 1.28, 5.38, repro,
2010-05-25,-21.29, -21.72, -18.61, 1.78, 1.34, 5.62, repro,
2010-05-26,-22.03, -22.71, -19.75, 1.7, 1.3, 5.39, repro,
2010-05-27,-21.80, -21.79, -15.36, 1.73, 1.31, 5.48, repro,
2010-05-28,-22.58, -21.89, -19.25, 1.72, 1.31, 5.46, repro,
2010-05-29,-21.83, -21.78, -25.83, 1.7, 1.3, 5.37, repro,
2010-05-30,-21.66, -21.97, -27.11, 1.89, 1.43, 6.05, repro,
2010-05-31,-23.57, -22.03, -21.34, 1.9, 1.44, 6.09, repro,
2010-06-01,-23.81, -22.39, -15.92, 2.29, 1.74, 7.22, repro,
2010-06-02,-21.39, -21.22, -13.70, 2.03, 1.48, 6.34, repro,
2010-06-03,-22.52, -23.76, -14.19, 1.82, 1.37, 5.76, repro,
2010-06-04,-22.03, -22.57, -15.87, 1.74, 1.31, 5.51, repro,
2010-06-05,-21.57, -22.76, -22.20, 1.77, 1.35, 5.6, repro,
2010-06-06,-21.16, -21.66, -21.12, 1.95, 1.46, 6.11, repro,
2010-06-07,-22.43, -23.14, -21.98, 1.85, 1.39, 5.86, repro,
2010-06-08,-21.19, -22.40, -18.88, 1.76, 1.33, 5.56, repro,
2010-06-09,-22.36, -22.16, -18.31, 2.31, 1.66, 7.21, repro,
2010-06-10,-22.01, -22.88, -20.43, 1.93, 1.44, 6.14, repro,
2010-06-11,-22.33, -22.06, -24.14, 1.68, 1.26, 5.29, repro,
2010-06-12,-22.03, -21.67, -25.31, 1.73, 1.29, 5.42, repro,
2010-06-13,-22.59, -22.34, -16.36, 2.19, 1.59, 6.85, repro,
2010-06-14,-22.82, -22.96, -22.60, 1.99, 1.46, 6.22, repro,
2010-06-15,-23.47, -21.72, -16.54, 1.89, 1.4, 5.94, repro,
2010-06-16,-22.66, -21.70, -21.89, 1.78, 1.32, 5.6, repro,
2010-06-17,-22.29, -22.70, -18.26, 1.64, 1.24, 5.18, repro,
2010-06-18,-22.09, -22.12, -20.14, 1.94, 1.45, 6.02, repro,
2010-06-19,-21.91, -22.63, -17.79, 1.82, 1.37, 5.77, repro,
2010-06-20,-21.76, -22.66, -16.68, 2, 1.47, 6.21, repro,
2010-06-21,-22.03, -22.34, -24.98, 1.8, 1.36, 5.69, repro,
2010-06-22,-22.68, -21.66, -19.91, 1.75, 1.3, 5.47, repro,
2010-06-23,-20.16, -22.26, -28.40, 2.01, 1.48, 6.34, repro,
2010-06-24,-23.25, -21.54, -21.83, 1.89, 1.45, 6.01, repro,
2010-06-25,-22.63, -22.68, -19.53, 1.81, 1.36, 5.69, repro,
2010-06-26,-22.60, -22.54, -22.91, 1.99, 1.49, 6.22, repro,
2010-06-27,-23.60, -22.48, -19.68, 2.03, 1.52, 6.36, repro,
2010-06-28,-22.51, -21.53, -14.24, 1.89, 1.43, 5.99, repro,
2010-06-29,-23.45, -23.50, -17.09, 1.87, 1.47, 5.96, repro,
2010-06-30,-22.36, -21.94, -17.27, 1.8, 1.39, 5.75, repro,
2010-07-01,-22.98, -22.60, -18.09, 1.76, 1.36, 5.64, repro,
2010-07-02,-23.51, -22.10, -11.05, 1.69, 1.32, 5.41, repro,
2010-07-03,-22.82, -23.57, -15.31, 1.86, 1.47, 5.94, repro,
2010-07-04,-23.42, -22.48, -16.61, 1.79, 1.38, 5.63, repro,
2010-07-05,-23.43, -22.16, -16.44, 1.72, 1.36, 5.49, repro,
2010-07-06,-23.11, -22.94, -19.20, 1.66, 1.3, 5.32, repro,
2010-07-07,-22.40, -22.13, -15.25, 1.71, 1.34, 5.45, repro,
2010-07-08,-22.44, -22.77, -16.21, 1.94, 1.5, 6.17, repro,
2010-07-09,-22.20, -22.43, -14.91, 1.93, 1.48, 6.17, repro,
2010-07-10,-22.68, -23.77, -13.69, 2.38, 1.75, 7.53, repro,
2010-07-11,-23.16, -23.55, -9.42, 2.03, 1.54, 6.43, repro,
2010-07-12,-23.04, -22.62, -17.34, 2.05, 1.57, 6.51, repro,
2010-07-13,-23.02, -23.63, -13.05, 1.82, 1.4, 5.79, repro,
2010-07-14,-23.41, -23.07, -13.14, 1.94, 1.48, 6.13, repro,
2010-07-15,-22.61, -22.40, -16.66, 1.89, 1.47, 6, repro,
2010-07-16,-22.25, -23.88, -14.09, 1.93, 1.47, 6.07, repro,
2010-07-17,-22.54, -23.46, -18.01, 1.82, 1.39, 5.78, repro,
2010-07-18,-23.05, -23.58, -19.93, 1.88, 1.42, 5.98, repro,
2010-07-19,-22.46, -22.77, -21.27, 1.76, 1.33, 5.61, repro,
2010-07-20,-22.97, -22.98, -20.11, 1.87, 1.42, 5.93, repro,
2010-07-21,-22.55, -22.86, -15.60, 1.83, 1.39, 5.8, repro,
2010-07-22,-23.47, -23.23, -16.05, 1.85, 1.4, 5.87, repro,
2010-07-23,-23.73, -22.63, -15.55, 1.78, 1.34, 5.64, repro,
2010-07-24,-24.25, -22.91, -12.10, 1.9, 1.42, 6.02, repro,
2010-07-25,-23.48, -22.49, -12.87, 1.84, 1.38, 5.86, repro,
2010-07-26,-23.13, -22.50, -10.59, 1.92, 1.47, 6.12, repro,
2010-07-27,-23.55, -22.84, -14.02, 1.94, 1.44, 6.06, repro,
2010-07-28,-22.89, -23.93, -12.84, 1.86, 1.39, 5.91, repro,
2010-07-29,-23.11, -22.72, -17.75, 1.89, 1.42, 6, repro,
2010-07-30,-23.66, -23.35, -13.75, 1.79, 1.34, 5.71, repro,
2010-07-31,-24.62, -22.81, -13.32, 2.02, 1.49, 6.38, repro,
2010-08-01,-24.39, -23.46, -8.04, 1.93, 1.43, 6.09, repro,
2010-08-02,-23.29, -23.00, -12.87, 1.84, 1.36, 5.84, repro,
2010-08-03,-23.62, -23.79, -15.99, 1.86, 1.39, 5.9, repro,
2010-08-04,-23.58, -22.84, -13.46, 1.96, 1.45, 6.17, repro,
2010-08-05,-24.93, -24.69, -5.36, 2.07, 1.51, 6.55, repro,
2010-08-06,-24.59, -22.99, -12.00, 1.97, 1.44, 6.28, repro,
2010-08-07,-24.74, -23.50, -4.86, 1.78, 1.32, 5.72, repro,
2010-08-08,-23.23, -23.67, -8.56, 1.81, 1.36, 5.74, repro,
2010-08-09,-23.23, -24.59, -6.79, 1.81, 1.34, 5.75, repro,
2010-08-10,-23.97, -23.53, -12.56, 1.76, 1.31, 5.62, repro,
2010-08-11,-24.42, -23.96, -12.20, 1.79, 1.33, 5.72, repro,
2010-08-12,-24.50, -24.43, -10.64, 1.7, 1.27, 5.42, repro,
2010-08-13,-24.04, -23.45, -7.91, 1.77, 1.34, 5.63, repro,
2010-08-14,-24.79, -24.41, -12.42, 1.81, 1.33, 5.77, repro,
2010-08-15,-24.65, -23.62, -11.94, 1.87, 1.38, 5.93, repro,
2010-08-16,-24.44, -25.27, -19.30, 1.86, 1.38, 5.93, repro,
2010-08-17,-25.67, -26.19, -16.13, 1.8, 1.35, 5.7, repro,
2010-08-18,-25.84, -27.40, -11.86, 2.11, 1.58, 6.75, repro,
2010-08-19,-25.30, -26.75, -10.62, 1.9, 1.43, 6.13, repro,
2010-08-20,-24.88, -27.72, -11.37, 1.73, 1.31, 5.59, repro,
2010-08-21,-25.75, -28.43, -11.82, 1.89, 1.41, 6.05, repro,
2010-08-22,-25.68, -28.14, -11.01, 1.82, 1.36, 5.85, repro,
2010-08-23,-25.94, -28.79, -17.37, 1.74, 1.33, 5.61, repro,
2010-08-24,-25.60, -27.14, -21.45, 1.82, 1.34, 5.76, repro,
2010-08-25,-25.50, -28.84, -13.96, 1.69, 1.27, 5.42, repro,
2010-08-26,-26.33, -30.00, -13.70, 2.12, 1.57, 6.8, repro,
2010-08-27,-25.84, -29.29, -11.75, 1.81, 1.37, 5.79, repro,
2010-08-28,-25.55, -29.72, -19.08, 1.71, 1.3, 5.52, repro,
2010-08-29,-26.31, -29.38, -13.72, 1.67, 1.27, 5.41, repro,
2010-08-30,-26.42, -28.50, -9.20, 1.9, 1.43, 6.07, repro,
2010-08-31,-26.91, -28.16, -9.20, 1.75, 1.32, 5.68, repro,
2010-09-01,-26.95, -29.79, -12.44, 1.78, 1.33, 5.73, repro,
2010-09-02,-26.85, -28.57, -20.14, 1.78, 1.33, 5.73, repro,
2010-09-03,-26.97, -28.60, -16.20, 1.88, 1.4, 5.99, repro,
2010-09-04,-27.08, -28.57, -9.73, 1.89, 1.4, 6.04, repro,
2010-09-05,-26.43, -28.85, -12.57, 1.83, 1.36, 5.88, repro,
2010-09-06,-26.71, -28.93, -8.25, 1.78, 1.32, 5.7, repro,
2010-09-07,-26.35, -28.79, -16.90, 1.86, 1.38, 6.03, repro,
2010-09-08,-26.97, -28.97, -13.62, 1.76, 1.31, 5.64, repro,
2010-09-09,-26.08, -29.69, -10.05, 1.74, 1.29, 5.59, repro,
2010-09-10,-26.09, -29.37, -12.75, 1.82, 1.34, 5.77, repro,
2010-09-11,-26.73, -29.27, -14.21, 1.75, 1.31, 5.63, repro,
2010-09-12,-27.03, -29.93, -14.38, 1.76, 1.29, 5.62, repro,
2010-09-13,-26.61, -28.86, -17.26, 1.76, 1.3, 5.62, repro,
2010-09-14,-26.84, -29.64, -19.17, 1.68, 1.24, 5.41, repro,
2010-09-15,-27.16, -29.20, -16.97, 1.83, 1.34, 5.89, repro,
2010-09-16,-26.24, -29.76, -17.60, 2.08, 1.51, 6.66, repro,
2010-09-17,-26.92, -29.71, -15.78, 1.95, 1.42, 6.27, repro,
2010-09-18,-26.23, -28.78, -12.82, 2.05, 1.48, 6.54, repro,
2010-09-19,-27.59, -29.80, -12.42, 2.29, 1.65, 7.41, repro,
2010-09-20,-25.89, -29.71, -9.03, 2.06, 1.5, 6.68, repro,
2010-09-21,-27.56, -29.35, -8.82, 1.85, 1.35, 6.04, repro,
2010-09-22,-27.26, -28.77, -13.45, 1.83, 1.35, 5.91, repro,
2010-09-23,-26.86, -30.15, -16.88, 2.19, 1.57, 6.98, repro,
2010-09-24,-26.49, -28.67, -18.65, 1.94, 1.41, 6.24, repro,
2010-09-25,-27.47, -29.14, -14.38, 2.08, 1.52, 6.72, repro,
2010-09-26,-27.73, -28.46, -11.13, 2.3, 1.66, 7.36, repro,
2010-09-27,-25.69, -29.21, -16.76, 2.22, 1.6, 7.1, repro,
2010-09-28,-27.75, -28.72, -10.47, 2.24, 1.62, 7.15, repro,
2010-09-29,-27.55, -29.31, -16.36, 1.93, 1.4, 6.18, repro,
2010-09-30,-26.44, -28.84, -15.18, 1.89, 1.39, 6.08, repro,
2010-10-01,-28.12, -29.22, -12.54, 1.92, 1.4, 6.19, repro,
2010-10-02,-27.12, -29.20, -15.29, 1.84, 1.32, 5.87, repro,
2010-10-03,-27.65, -29.40, -18.01, 1.81, 1.34, 5.82, repro,
2010-10-04,-26.79, -28.60, -13.87, 1.92, 1.41, 6.17, repro,
2010-10-05,-26.72, -29.13, -17.46, 1.76, 1.3, 5.67, repro,
2010-10-06,-26.69, -29.34, -13.95, 1.72, 1.28, 5.6, repro,
2010-10-07,-27.43, -29.98, -14.20, 1.85, 1.36, 5.95, repro,
2010-10-08,-26.62, -28.90, -14.02, 2.08, 1.52, 6.67, repro,
2010-10-09,-25.47, -29.88, -17.99, 2.11, 1.55, 6.85, repro,
2010-10-10,-26.13, -29.56, -8.22, 2.33, 1.69, 7.56, repro,
2010-10-11,-26.67, -29.79, -21.08, 2.04, 1.5, 6.62, repro,
2010-10-12,-26.62, -29.00, -20.34, 1.82, 1.35, 5.91, repro,
2010-10-13,-26.15, -29.50, -19.41, 1.83, 1.34, 5.86, repro,
2010-10-14,-25.78, -29.71, -20.46, 1.97, 1.44, 6.39, repro,
2010-10-15,-27.55, -29.32, -14.54, 2.11, 1.54, 6.8, repro,
2010-10-16,-27.03, -29.21, -17.01, 1.73, 1.27, 5.6, repro,
2010-10-17,-27.08, -29.06, -14.33, 1.72, 1.27, 5.64, repro,
2010-10-18,-27.44, -29.72, -18.17, 1.76, 1.3, 5.75, repro,
2010-10-19,-27.35, -29.92, -22.26, 1.83, 1.35, 5.96, repro,
2010-10-20,-27.18, -29.74, -18.42, 1.94, 1.42, 6.29, repro,
2010-10-21,-26.58, -29.47, -16.00, 1.81, 1.35, 5.9, repro,
2010-10-22,-27.11, -29.92, -17.73, 2.22, 1.61, 7.18, repro,
2010-10-23,-26.78, -29.99, -9.54, 1.9, 1.42, 6.25, repro,
2010-10-24,-24.95, -30.29, -5.30, 2.32, 1.69, 7.58, repro,
2010-10-25,-26.25, -29.86, 1.69, 1.83, 1.35, 5.95, repro,
2010-10-26,-26.69, -29.51, -9.08, 1.8, 1.33, 5.83, repro,
