PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P437
Station name, Whidbey_S_WA2007
Begin Date, 2007-09-06
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P437.pbo.igs14.pos
Offset from source file, 36.17 mm North, 32.06 mm East, -14.50 mm Vertical
Reference position, 48.0018097536 North Latitude, -122.4591572206 East Longitude, 12.47420 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2007-09-06,0.00, 0.00, 0.00, 17.02, 11.07, 44.69, repro,
2007-09-07,-0.18, 1.20, -2.09, 2.13, 1.56, 6.66, repro,
2007-09-08,0.00, 2.14, -6.37, 1.85, 1.37, 5.8, repro,
2007-09-09,-0.48, 1.99, -9.09, 1.86, 1.39, 5.79, repro,
2007-09-10,-1.19, 1.72, -6.32, 1.79, 1.32, 5.58, repro,
2007-09-11,-0.40, 1.28, -6.33, 1.75, 1.29, 5.44, repro,
2007-09-12,0.56, 1.00, -6.73, 2.08, 1.52, 6.49, repro,
2007-09-13,0.55, 2.42, -10.36, 1.97, 1.44, 6.14, repro,
2007-09-14,0.71, 1.30, -5.23, 1.8, 1.31, 5.59, repro,
2007-09-15,-0.14, 0.55, -5.28, 1.89, 1.37, 5.9, repro,
2007-09-16,-0.03, 0.46, -4.52, 2.19, 1.58, 6.83, repro,
2007-09-17,0.20, 0.88, -4.68, 1.8, 1.32, 5.67, repro,
2007-09-18,0.01, 0.25, -8.14, 1.77, 1.32, 5.63, repro,
2007-09-19,-0.37, 0.53, -6.86, 1.79, 1.31, 5.59, repro,
2007-09-20,0.58, 0.60, -6.28, 1.72, 1.26, 5.41, repro,
2007-09-21,-0.02, 1.84, -10.57, 1.8, 1.33, 5.74, repro,
2007-09-22,-1.27, 1.28, 0.35, 1.91, 1.41, 6.05, repro,
2007-09-23,0.63, 1.75, -7.36, 1.6, 1.18, 5.07, repro,
2007-09-24,-0.28, 1.44, -10.23, 1.73, 1.28, 5.47, repro,
2007-09-25,-1.06, 1.77, -2.99, 1.81, 1.3, 5.63, repro,
2007-09-26,-0.60, 1.82, -7.59, 1.82, 1.33, 5.74, repro,
2007-09-27,-0.37, 2.30, -1.39, 1.92, 1.4, 6.09, repro,
2007-09-28,-0.34, 1.47, -1.17, 1.88, 1.36, 5.92, repro,
2007-09-29,-0.22, 2.17, -3.08, 1.82, 1.34, 5.72, repro,
2007-09-30,-0.47, 0.84, -0.02, 1.72, 1.29, 5.44, repro,
2007-10-01,0.33, 1.02, -6.53, 1.96, 1.48, 6.19, repro,
2007-10-02,-0.59, 2.59, -1.34, 2.16, 1.61, 6.81, repro,
2007-10-03,-0.84, 1.10, -2.15, 1.79, 1.36, 5.71, repro,
2007-10-04,-0.40, 0.93, -3.58, 1.74, 1.32, 5.55, repro,
2007-10-05,-0.34, 1.61, -5.17, 1.65, 1.26, 5.22, repro,
2007-10-06,-0.87, 2.12, -4.61, 1.81, 1.37, 5.7, repro,
2007-10-07,-0.65, 3.49, 0.79, 2.04, 1.51, 6.31, repro,
2007-10-08,-0.97, 1.76, -8.78, 2.11, 1.55, 6.63, repro,
2007-10-09,-1.23, 0.62, 1.78, 1.94, 1.46, 6.16, repro,
2007-10-10,-0.75, 1.19, -2.76, 1.89, 1.41, 5.98, repro,
2007-10-11,-0.29, 1.90, -10.82, 1.91, 1.43, 6.07, repro,
2007-10-12,0.00, 1.39, -5.00, 1.87, 1.39, 5.81, repro,
2007-10-13,-1.04, 2.01, -8.90, 1.65, 1.24, 5.21, repro,
2007-10-14,-1.08, 0.74, -9.88, 1.77, 1.32, 5.58, repro,
2007-10-15,-1.10, 1.01, -1.46, 1.89, 1.39, 5.92, repro,
2007-10-16,0.45, 1.04, -0.93, 2.16, 1.57, 6.72, repro,
2007-10-17,-1.43, 1.07, 2.14, 1.86, 1.36, 5.81, repro,
2007-10-18,-0.95, 0.86, 1.12, 1.85, 1.36, 5.8, repro,
2007-10-19,0.59, 0.49, 0.68, 2.19, 1.59, 6.84, repro,
2007-10-20,-0.74, 1.60, -0.52, 1.83, 1.34, 5.73, repro,
2007-10-21,-0.82, 0.87, -10.14, 1.82, 1.32, 5.64, repro,
2007-10-22,-0.82, 1.93, -10.61, 1.76, 1.29, 5.51, repro,
2007-10-23,-0.48, 1.78, -15.49, 1.78, 1.3, 5.58, repro,
2007-10-24,-0.06, 1.15, -11.01, 2.14, 1.54, 6.72, repro,
2007-10-25,0.06, 1.01, -10.35, 1.83, 1.33, 5.72, repro,
2007-10-26,-0.91, 1.00, -14.81, 1.75, 1.29, 5.54, repro,
2007-10-27,-1.54, 1.07, -17.79, 1.66, 1.21, 5.22, repro,
2007-10-28,0.17, 0.70, -15.35, 1.85, 1.34, 5.79, repro,
2007-10-29,1.36, 0.38, -12.14, 2.36, 1.69, 7.38, repro,
2007-10-30,-0.08, 1.87, -15.56, 1.71, 1.24, 5.37, repro,
2007-10-31,-0.62, 0.86, -11.19, 1.71, 1.24, 5.39, repro,
2007-11-01,-0.35, 1.13, -11.02, 1.82, 1.32, 5.68, repro,
2007-11-02,-0.72, 0.68, -13.08, 1.76, 1.27, 5.46, repro,
2007-11-03,0.32, 0.43, -9.70, 1.83, 1.33, 5.7, repro,
2007-11-04,-0.89, 2.11, -6.96, 2.15, 1.54, 6.69, repro,
2007-11-05,-1.13, 1.34, -16.04, 1.8, 1.3, 5.57, repro,
2007-11-06,-1.23, 2.00, -15.70, 1.76, 1.28, 5.54, repro,
2007-11-07,-0.77, 1.34, -11.95, 1.82, 1.31, 5.69, repro,
2007-11-08,0.05, 0.34, -13.49, 1.81, 1.3, 5.67, repro,
2007-11-09,2.65, 2.50, -9.26, 2.35, 1.68, 7.29, repro,
2007-11-10,-0.71, -0.02, -7.73, 2.16, 1.56, 6.74, repro,
2007-11-11,-0.67, 0.51, -4.29, 1.91, 1.39, 5.99, repro,
2007-11-12,1.52, 2.29, -4.58, 2.22, 1.59, 6.92, repro,
2007-11-13,-1.12, 0.88, -10.60, 2, 1.44, 6.21, repro,
2007-11-14,-1.18, 1.20, -14.50, 1.82, 1.34, 5.68, repro,
2007-11-15,-0.53, 0.87, -9.48, 1.97, 1.43, 6.14, repro,
2007-11-16,1.26, 1.69, -7.86, 2, 1.47, 6.23, repro,
2007-11-17,-0.84, 0.08, -11.62, 1.88, 1.37, 5.86, repro,
2007-11-18,-1.85, 0.04, -10.39, 1.96, 1.44, 6.14, repro,
2007-11-19,-1.20, 0.27, -9.03, 1.6, 1.18, 5.05, repro,
2007-11-20,-1.06, 0.05, -16.20, 1.7, 1.24, 5.31, repro,
2007-11-21,-1.97, 1.08, -17.19, 1.71, 1.24, 5.3, repro,
2007-11-22,-0.84, 0.77, -17.04, 1.67, 1.24, 5.26, repro,
2007-11-23,-1.64, 0.24, -15.65, 1.65, 1.21, 5.14, repro,
2007-11-24,-0.93, -0.56, -12.69, 1.85, 1.36, 5.82, repro,
2007-11-25,-0.67, -0.10, -13.57, 1.59, 1.16, 5.01, repro,
2007-11-26,-1.60, 0.90, -14.13, 1.83, 1.32, 5.7, repro,
2007-11-27,-1.55, 1.07, -11.18, 1.85, 1.36, 5.78, repro,
2007-11-28,-1.53, 1.22, -16.99, 1.67, 1.22, 5.2, repro,
2007-11-29,-1.48, 0.53, -14.81, 1.72, 1.25, 5.33, repro,
2007-11-30,-1.32, -0.18, -15.03, 1.71, 1.23, 5.25, repro,
2007-12-01,0.00, 0.25, -9.36, 1.75, 1.27, 5.41, repro,
2007-12-02,0.07, 0.56, -6.75, 1.83, 1.33, 5.75, repro,
2007-12-03,-0.94, 1.12, -3.64, 2.24, 1.61, 7.04, repro,
2007-12-04,-1.05, 0.97, -10.03, 2.23, 1.6, 6.95, repro,
2007-12-05,0.00, 0.34, -23.49, 1.9, 1.39, 5.92, repro,
2007-12-06,-1.14, -0.26, -16.71, 1.79, 1.3, 5.54, repro,
2007-12-07,-0.95, -0.58, -11.41, 1.76, 1.28, 5.46, repro,
2007-12-08,-1.05, 0.26, -16.45, 1.73, 1.26, 5.36, repro,
2007-12-09,-0.66, 0.72, -15.43, 1.72, 1.26, 5.38, repro,
2007-12-10,-0.67, 0.61, -21.21, 1.75, 1.28, 5.48, repro,
2007-12-11,-2.22, -0.01, -15.76, 1.92, 1.38, 5.93, repro,
2007-12-12,-2.81, 0.48, -17.87, 1.89, 1.36, 5.89, repro,
2007-12-13,-0.96, 0.32, -20.60, 1.79, 1.3, 5.57, repro,
2007-12-14,-1.78, 0.18, -16.42, 1.82, 1.31, 5.65, repro,
2007-12-15,-1.32, 0.48, -12.59, 1.96, 1.42, 6.12, repro,
2007-12-16,-1.76, -0.45, -10.32, 1.82, 1.3, 5.63, repro,
2007-12-17,-0.83, 0.71, -10.96, 1.9, 1.37, 5.91, repro,
2007-12-18,-0.92, -0.23, -12.46, 1.89, 1.35, 5.87, repro,
2007-12-19,0.81, -0.06, -4.43, 2.03, 1.49, 6.42, repro,
2007-12-20,0.45, -0.01, -15.22, 1.93, 1.42, 6.06, repro,
2007-12-21,-1.99, 0.53, -18.77, 1.81, 1.34, 5.67, repro,
2007-12-22,-1.36, -0.07, -19.34, 1.87, 1.39, 5.94, repro,
2007-12-23,-2.16, 0.36, -17.73, 1.86, 1.38, 5.81, repro,
2007-12-24,-1.97, -0.39, -14.98, 1.87, 1.4, 5.89, repro,
2007-12-25,-0.81, -0.01, -20.09, 1.88, 1.39, 5.86, repro,
2007-12-26,-1.85, -0.28, -14.26, 1.84, 1.35, 5.73, repro,
2007-12-27,-1.59, 0.99, -9.60, 1.79, 1.32, 5.58, repro,
2007-12-28,-1.84, 0.32, -14.43, 1.83, 1.37, 5.75, repro,
2007-12-29,-2.40, 0.09, -10.49, 1.86, 1.37, 5.83, repro,
2007-12-30,-1.48, 0.21, -15.30, 1.99, 1.46, 6.23, repro,
2007-12-31,-1.64, 0.50, -19.14, 1.8, 1.32, 5.62, repro,
2008-01-01,-1.86, 0.99, -22.22, 1.95, 1.43, 6.11, repro,
2008-01-02,-1.48, 1.17, -13.17, 2.03, 1.48, 6.27, repro,
2008-01-03,-1.71, -0.70, -11.59, 1.77, 1.28, 5.48, repro,
2008-01-04,-1.29, -0.46, -3.91, 1.93, 1.4, 5.96, repro,
2008-01-05,-1.74, -0.58, 2.90, 1.92, 1.39, 5.98, repro,
2008-01-06,-1.36, -0.59, -4.92, 1.86, 1.35, 5.73, repro,
2008-01-07,-2.55, -0.18, -9.02, 1.77, 1.3, 5.49, repro,
2008-01-08,-3.17, -0.33, -15.72, 1.79, 1.29, 5.56, repro,
2008-01-09,-2.28, 0.08, -10.32, 1.83, 1.33, 5.65, repro,
2008-01-10,-3.22, 0.01, -8.23, 2, 1.44, 6.15, repro,
2008-01-11,-2.69, 0.38, -9.83, 1.78, 1.31, 5.54, repro,
2008-01-12,-2.71, -0.12, -17.14, 1.79, 1.31, 5.6, repro,
2008-01-13,-2.74, 0.48, -26.73, 1.83, 1.34, 5.67, repro,
2008-01-14,-1.38, -0.60, -27.05, 2.11, 1.53, 6.59, repro,
2008-01-15,-3.34, -1.18, -19.97, 1.82, 1.33, 5.67, repro,
2008-01-16,-2.49, 0.43, -24.71, 1.7, 1.25, 5.29, repro,
2008-01-17,-3.47, 0.07, -21.75, 1.75, 1.28, 5.43, repro,
2008-01-18,-3.01, -0.14, -19.98, 1.7, 1.28, 5.39, repro,
2008-01-19,-3.10, -0.16, -20.73, 1.82, 1.33, 5.69, repro,
2008-01-20,-2.19, 0.13, -18.64, 1.71, 1.26, 5.3, repro,
2008-01-21,-2.28, 0.43, -19.68, 1.73, 1.27, 5.41, repro,
2008-01-22,-3.03, 0.54, -22.25, 1.7, 1.25, 5.34, repro,
2008-01-23,-2.64, 1.00, -18.69, 1.68, 1.23, 5.25, repro,
2008-01-24,-2.37, 0.24, -12.71, 1.67, 1.22, 5.23, repro,
2008-01-25,-2.86, 0.01, -11.91, 1.67, 1.22, 5.21, repro,
2008-01-26,-1.23, 0.12, -11.62, 1.87, 1.36, 5.86, repro,
2008-01-27,-1.49, 0.42, -10.28, 1.76, 1.28, 5.5, repro,
2008-01-28,-1.55, -0.23, -5.79, 1.72, 1.25, 5.41, repro,
2008-01-29,-3.14, -0.59, -10.95, 1.88, 1.39, 5.93, repro,
2008-01-30,-3.45, -0.49, -10.47, 1.79, 1.3, 5.55, repro,
2008-01-31,-2.48, -0.02, -13.65, 1.91, 1.37, 5.92, repro,
2008-02-01,-3.04, -0.26, -9.83, 1.67, 1.21, 5.21, repro,
2008-02-02,-2.80, 0.23, -12.53, 1.63, 1.19, 5.05, repro,
2008-02-03,-2.27, -0.67, -12.55, 1.62, 1.2, 5.03, repro,
2008-02-04,-2.67, -0.05, -15.86, 1.61, 1.18, 5.05, repro,
2008-02-05,-2.84, 0.29, -15.85, 1.89, 1.4, 5.9, repro,
2008-02-06,-3.53, -0.18, -13.79, 1.77, 1.33, 5.61, repro,
2008-02-07,-2.68, 0.32, -10.20, 1.96, 1.43, 6.13, repro,
2008-02-08,-3.01, 0.32, -18.84, 1.76, 1.31, 5.5, repro,
2008-02-09,-2.62, 0.96, -22.42, 1.67, 1.24, 5.3, repro,
2008-02-10,-2.48, 1.14, -16.28, 1.9, 1.39, 5.92, repro,
2008-02-11,-3.18, 1.02, -22.36, 1.73, 1.27, 5.44, repro,
2008-02-12,-1.89, 0.09, -20.28, 1.89, 1.39, 5.92, repro,
2008-02-13,-3.26, -0.18, -15.55, 1.81, 1.37, 5.67, repro,
2008-02-14,-3.02, -0.07, -21.90, 1.65, 1.23, 5.13, repro,
2008-02-15,-3.12, -0.26, -20.17, 1.86, 1.42, 5.86, repro,
2008-02-16,-3.39, -0.08, -18.41, 1.79, 1.33, 5.51, repro,
2008-02-17,-2.56, 0.28, -22.22, 1.71, 1.3, 5.32, repro,
2008-02-18,-3.64, 0.58, -19.82, 1.67, 1.27, 5.19, repro,
2008-02-19,-3.36, 0.00, -14.01, 1.69, 1.29, 5.29, repro,
2008-02-20,-3.66, -0.15, -17.09, 1.78, 1.35, 5.55, repro,
2008-02-21,-2.81, -0.44, -15.00, 1.7, 1.29, 5.32, repro,
2008-02-22,-3.65, -0.41, -11.68, 1.77, 1.34, 5.52, repro,
2008-02-23,-3.16, -0.25, -15.84, 1.72, 1.29, 5.36, repro,
2008-02-24,-3.31, -0.08, -15.04, 1.69, 1.28, 5.27, repro,
2008-02-25,-3.91, -0.46, -18.09, 1.69, 1.28, 5.27, repro,
2008-02-26,-3.22, 0.21, -25.92, 1.78, 1.35, 5.55, repro,
2008-02-27,-3.55, -0.37, -23.44, 1.84, 1.35, 5.73, repro,
2008-02-28,-2.41, -0.04, -24.20, 1.75, 1.32, 5.44, repro,
2008-02-29,-3.59, -0.47, -18.66, 1.85, 1.39, 5.78, repro,
2008-03-01,-3.03, 0.04, -21.31, 1.96, 1.47, 6.08, repro,
2008-03-02,-3.79, -0.20, -24.39, 1.81, 1.37, 5.63, repro,
2008-03-03,-3.00, -0.68, -24.34, 1.95, 1.46, 6.06, repro,
2008-03-04,-3.74, -0.60, -26.16, 1.67, 1.25, 5.2, repro,
2008-03-05,-3.60, 0.07, -27.04, 1.68, 1.28, 5.2, repro,
2008-03-06,-3.59, 0.19, -24.30, 1.69, 1.27, 5.22, repro,
2008-03-07,-3.73, 0.47, -24.98, 1.98, 1.47, 6.2, repro,
2008-03-08,-3.52, 0.16, -22.04, 1.75, 1.32, 5.42, repro,
2008-03-09,-4.78, 0.69, -20.06, 1.93, 1.44, 6, repro,
2008-03-10,-3.60, -1.67, -21.06, 1.97, 1.46, 6.1, repro,
2008-03-11,-4.12, 0.36, -20.90, 2.14, 1.58, 6.65, repro,
2008-03-12,-4.43, -0.15, -19.86, 1.86, 1.38, 5.75, repro,
2008-03-13,-3.98, -0.94, -16.55, 1.79, 1.33, 5.54, repro,
2008-03-14,-3.49, -0.80, -18.85, 1.76, 1.31, 5.41, repro,
2008-03-15,-3.73, -0.83, -21.48, 1.77, 1.31, 5.47, repro,
2008-03-16,-3.84, 0.19, -22.26, 1.73, 1.29, 5.39, repro,
2008-03-17,-3.58, -0.11, -21.03, 1.77, 1.33, 5.6, repro,
2008-03-18,-4.17, -0.34, -20.93, 1.62, 1.22, 5.16, repro,
2008-03-19,-3.59, -0.03, -22.43, 1.76, 1.31, 5.53, repro,
2008-03-20,-3.50, -0.40, -19.56, 1.85, 1.37, 5.82, repro,
2008-03-21,-3.73, 0.12, -26.27, 1.84, 1.37, 5.81, repro,
2008-03-22,-3.61, -0.66, -30.32, 1.73, 1.28, 5.47, repro,
2008-03-23,-2.51, 0.42, -23.32, 1.83, 1.34, 5.75, repro,
2008-03-24,-4.46, -0.61, -22.20, 1.85, 1.35, 5.79, repro,
2008-03-25,-3.60, -0.49, -21.47, 1.78, 1.3, 5.57, repro,
2008-03-26,-4.23, -0.52, -17.93, 1.85, 1.36, 5.82, repro,
2008-03-27,-3.85, -1.57, -24.97, 1.9, 1.39, 5.96, repro,
2008-03-28,-2.85, -0.79, -22.13, 1.77, 1.28, 5.49, repro,
2008-03-29,-3.62, -0.59, -18.58, 1.81, 1.28, 5.53, repro,
2008-03-30,-3.73, -0.56, -23.44, 1.81, 1.3, 5.62, repro,
2008-03-31,-4.02, 0.20, -23.67, 1.83, 1.31, 5.66, repro,
2008-04-01,-4.59, 0.20, -23.00, 1.66, 1.2, 5.16, repro,
2008-04-02,-3.73, -0.42, -23.44, 1.75, 1.25, 5.39, repro,
2008-04-03,-3.98, -0.60, -22.62, 1.72, 1.22, 5.32, repro,
2008-04-04,-3.93, -0.85, -21.21, 1.77, 1.27, 5.47, repro,
2008-04-05,-4.11, -0.79, -16.42, 1.74, 1.25, 5.4, repro,
2008-04-06,-4.26, -0.30, -18.99, 1.84, 1.32, 5.73, repro,
2008-04-07,-3.94, -0.06, -23.53, 1.87, 1.34, 5.8, repro,
2008-04-08,-4.18, -0.76, -19.70, 1.79, 1.29, 5.54, repro,
2008-04-09,-4.99, -1.27, -20.08, 1.72, 1.23, 5.31, repro,
2008-04-10,-4.55, -0.90, -24.03, 1.77, 1.29, 5.5, repro,
2008-04-11,-3.36, -0.30, -26.52, 1.79, 1.28, 5.54, repro,
2008-04-12,-4.96, -0.13, -27.16, 1.76, 1.27, 5.5, repro,
2008-04-13,-5.23, -1.68, -22.75, 1.97, 1.41, 6.12, repro,
2008-04-14,-4.34, -1.04, -19.69, 2.12, 1.51, 6.61, repro,
2008-04-15,-4.50, -1.52, -12.89, 1.78, 1.27, 5.54, repro,
2008-04-16,-4.18, -1.72, -24.57, 1.79, 1.31, 5.56, repro,
2008-04-17,-4.53, -1.75, -22.58, 1.77, 1.26, 5.45, repro,
2008-04-18,-4.26, -2.03, -23.68, 1.85, 1.32, 5.75, repro,
2008-04-19,-3.77, -0.87, -24.52, 1.86, 1.33, 5.8, repro,
2008-04-20,-4.04, -0.97, -25.74, 1.81, 1.3, 5.66, repro,
2008-04-21,-4.49, -1.05, -22.10, 1.75, 1.25, 5.5, repro,
2008-04-22,-4.39, -1.03, -24.34, 1.75, 1.23, 5.39, repro,
2008-04-23,-4.65, -1.84, -23.67, 1.83, 1.35, 5.77, repro,
2008-04-24,-5.16, -1.85, -22.40, 1.81, 1.31, 5.66, repro,
2008-04-25,-5.60, -2.20, -24.88, 1.9, 1.35, 5.87, repro,
2008-04-26,-4.92, -1.47, -29.72, 1.85, 1.3, 5.64, repro,
2008-04-27,-4.08, -0.43, -25.47, 2.1, 1.45, 6.34, repro,
2008-04-28,-5.46, -1.88, -15.79, 2.42, 1.66, 7.31, repro,
2008-04-29,-5.83, -1.13, -17.25, 2.11, 1.46, 6.3, repro,
2008-04-30,-4.61, -1.64, -22.46, 1.7, 1.22, 5.31, repro,
2008-05-01,-4.45, -1.55, -22.67, 1.72, 1.24, 5.44, repro,
2008-05-02,-5.43, -1.38, -23.51, 1.79, 1.27, 5.59, repro,
2008-05-03,-5.28, -1.38, -23.77, 1.79, 1.28, 5.59, repro,
2008-05-04,-5.26, -1.29, -21.57, 1.77, 1.28, 5.47, repro,
2008-05-05,-4.36, -1.56, -28.30, 1.81, 1.32, 5.64, repro,
2008-05-06,-6.27, -3.11, -23.41, 1.79, 1.31, 5.59, repro,
2008-05-07,-5.87, -4.26, -25.29, 1.79, 1.3, 5.57, repro,
2008-05-08,-6.75, -4.15, -21.56, 1.79, 1.29, 5.53, repro,
2008-05-09,-6.26, -4.43, -24.14, 1.75, 1.27, 5.4, repro,
2008-05-10,-5.65, -4.86, -19.53, 1.97, 1.42, 6.15, repro,
2008-05-11,-7.20, -5.57, -17.97, 1.8, 1.3, 5.58, repro,
2008-05-12,-6.85, -5.51, -19.86, 1.79, 1.29, 5.52, repro,
2008-05-13,-6.44, -5.58, -17.77, 1.75, 1.26, 5.41, repro,
2008-05-14,-6.17, -5.62, -22.19, 1.7, 1.22, 5.23, repro,
2008-05-15,-6.80, -4.94, -27.13, 1.77, 1.26, 5.39, repro,
2008-05-16,-6.26, -5.49, -24.86, 1.82, 1.32, 5.63, repro,
2008-05-17,-6.42, -6.17, -25.93, 1.9, 1.37, 5.9, repro,
2008-05-18,-5.78, -6.59, -29.72, 2.15, 1.53, 6.58, repro,
2008-05-19,-7.57, -6.63, -24.67, 1.9, 1.37, 5.84, repro,
2008-05-20,-6.41, -6.42, -26.92, 2.14, 1.54, 6.62, repro,
2008-05-21,-5.86, -7.18, -21.52, 1.82, 1.32, 5.58, repro,
2008-05-22,-6.96, -6.35, -20.69, 1.77, 1.29, 5.53, repro,
2008-05-23,-6.03, -6.14, -18.24, 1.79, 1.31, 5.6, repro,
2008-05-24,-6.08, -6.31, -18.01, 1.79, 1.29, 5.52, repro,
2008-05-25,-5.41, -5.74, -19.49, 1.87, 1.35, 5.76, repro,
2008-05-26,-7.30, -6.10, -16.64, 1.73, 1.25, 5.35, repro,
2008-05-27,-6.07, -6.31, -21.86, 1.79, 1.29, 5.49, repro,
2008-05-28,-6.38, -6.95, -19.54, 1.7, 1.23, 5.25, repro,
2008-05-29,-6.62, -7.08, -19.46, 1.8, 1.3, 5.59, repro,
2008-05-30,-6.25, -7.38, -21.93, 1.77, 1.27, 5.42, repro,
2008-05-31,-7.88, -7.45, -16.34, 1.93, 1.39, 5.96, repro,
2008-06-01,-5.97, -6.75, -16.97, 1.92, 1.38, 5.92, repro,
2008-06-02,-6.20, -6.97, -20.83, 1.77, 1.27, 5.49, repro,
2008-06-03,-5.44, -7.41, -17.07, 2.01, 1.43, 6.26, repro,
2008-06-04,-5.76, -6.30, -16.45, 1.91, 1.36, 5.95, repro,
2008-06-05,-6.05, -7.37, -13.42, 1.93, 1.38, 5.94, repro,
2008-06-06,-6.47, -7.35, -15.84, 1.87, 1.34, 5.73, repro,
2008-06-07,-6.17, -7.51, -20.27, 1.79, 1.3, 5.55, repro,
2008-06-08,-6.27, -6.90, -20.47, 1.76, 1.27, 5.46, repro,
2008-06-09,-6.44, -6.42, -20.31, 1.86, 1.33, 5.78, repro,
2008-06-10,-6.24, -8.18, -20.91, 2.04, 1.47, 6.39, repro,
2008-06-11,-5.97, -7.31, -25.30, 1.78, 1.3, 5.54, repro,
2008-06-12,-6.84, -6.84, -23.59, 1.74, 1.27, 5.43, repro,
2008-06-13,-7.59, -7.17, -23.08, 1.9, 1.38, 5.94, repro,
2008-06-14,-7.13, -6.68, -22.96, 1.9, 1.39, 5.94, repro,
2008-06-15,-6.15, -7.91, -23.19, 1.85, 1.33, 5.71, repro,
2008-06-16,-5.88, -6.66, -23.23, 1.82, 1.32, 5.61, repro,
2008-06-17,-7.15, -6.79, -24.25, 1.8, 1.3, 5.63, repro,
2008-06-18,-7.27, -7.47, -23.57, 1.79, 1.3, 5.55, repro,
2008-06-19,-6.29, -6.69, -23.41, 1.79, 1.33, 5.61, repro,
2008-06-20,-5.72, -6.14, -22.19, 1.79, 1.32, 5.61, repro,
2008-06-21,-5.75, -7.65, -24.67, 2.03, 1.47, 6.33, repro,
2008-06-22,-7.63, -7.66, -20.41, 2.12, 1.55, 6.66, repro,
2008-06-23,-5.91, -7.08, -23.22, 1.88, 1.39, 5.87, repro,
2008-06-24,-8.12, -7.00, -18.32, 1.89, 1.4, 5.95, repro,
2008-06-25,-7.66, -6.91, -15.18, 1.73, 1.3, 5.48, repro,
2008-06-26,-8.55, -8.16, -14.16, 2.07, 1.57, 6.66, repro,
2008-06-27,-7.36, -7.26, -13.91, 1.78, 1.33, 5.58, repro,
2008-06-28,-7.14, -7.35, -19.35, 1.65, 1.24, 5.15, repro,
2008-06-29,-7.09, -7.95, -18.58, 1.85, 1.35, 5.8, repro,
2008-06-30,-6.46, -7.70, -20.57, 2.05, 1.5, 6.44, repro,
2008-07-01,-5.99, -8.03, -19.95, 1.9, 1.4, 6, repro,
2008-07-02,-5.35, -7.84, -25.40, 2.02, 1.47, 6.31, repro,
2008-07-03,-5.21, -7.72, -25.57, 2.22, 1.6, 6.99, repro,
2008-07-04,-7.03, -8.01, -13.46, 1.97, 1.43, 6.12, repro,
2008-07-05,-6.18, -8.09, -5.83, 2.11, 1.53, 6.6, repro,
2008-07-06,-6.69, -7.21, -14.07, 1.85, 1.35, 5.81, repro,
2008-07-07,-7.07, -6.85, -16.38, 1.88, 1.36, 5.85, repro,
2008-07-08,-6.33, -7.81, -16.17, 1.8, 1.3, 5.58, repro,
2008-07-09,-5.09, -7.68, -14.94, 1.99, 1.43, 6.2, repro,
2008-07-10,-7.27, -7.62, -9.47, 2.17, 1.55, 6.77, repro,
2008-07-11,-7.26, -7.83, -15.52, 1.94, 1.39, 6.06, repro,
2008-07-12,-7.42, -6.41, -15.30, 1.91, 1.37, 5.9, repro,
2008-07-13,-7.36, -7.82, -12.56, 1.88, 1.36, 5.85, repro,
2008-07-14,-6.89, -7.18, -10.00, 2.02, 1.47, 6.34, repro,
2008-07-15,-6.74, -7.67, -15.99, 1.93, 1.39, 6.03, repro,
2008-07-16,-7.31, -7.78, -15.32, 1.86, 1.37, 5.84, repro,
2008-07-17,-7.38, -8.11, -14.30, 1.89, 1.36, 5.89, repro,
2008-07-18,-7.50, -7.20, -11.93, 2.04, 1.42, 6.17, repro,
2008-07-19,-7.51, -7.60, -10.73, 1.86, 1.34, 5.8, repro,
2008-07-20,-7.37, -7.31, -6.91, 1.99, 1.44, 6.24, repro,
2008-07-21,-9.15, -7.00, -12.24, 2, 1.44, 6.31, repro,
2008-07-22,-8.22, -8.51, -8.95, 1.97, 1.42, 6.18, repro,
2008-07-23,-6.89, -7.41, -13.31, 2.01, 1.41, 6.14, repro,
2008-07-24,-8.26, -7.78, -13.92, 1.88, 1.34, 5.82, repro,
2008-07-25,-8.47, -8.30, -17.03, 2.09, 1.5, 6.51, repro,
2008-07-26,-7.32, -9.07, -14.25, 2.38, 1.67, 7.26, repro,
2008-07-27,-8.04, -8.63, -9.28, 2.03, 1.47, 6.33, repro,
2008-07-28,-7.26, -8.76, -11.11, 2.01, 1.44, 6.12, repro,
2008-07-29,-7.89, -6.99, -5.61, 2.17, 1.53, 6.7, repro,
2008-07-30,-7.40, -7.95, -10.98, 2.01, 1.42, 6.2, repro,
2008-07-31,-7.82, -7.94, -6.67, 2.05, 1.5, 6.42, repro,
2008-08-01,-5.30, -8.15, -4.70, 2.17, 1.57, 6.82, repro,
2008-08-02,-8.31, -9.73, -2.59, 1.76, 1.31, 5.57, repro,
2008-08-03,-7.61, -9.16, -5.66, 1.8, 1.33, 5.64, repro,
2008-08-04,-8.22, -8.65, -10.82, 1.85, 1.37, 5.82, repro,
2008-08-05,-8.85, -7.86, -8.44, 1.88, 1.39, 5.89, repro,
