PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P439
Station name, OrcasAirptWA2005
Begin Date, 2005-09-28
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P439.pbo.igs14.pos
Offset from source file, 14.91 mm North, 5.81 mm East, 8.13 mm Vertical
Reference position, 48.7081927394 North Latitude, -122.909303325 East Longitude, -13.85699 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-08-11,-48.91, -55.59, 7.13, 1.9, 1.37, 5.94, repro,
2011-08-12,-50.03, -56.13, 9.29, 1.83, 1.33, 5.76, repro,
2011-08-13,-50.09, -55.33, 10.67, 2.04, 1.5, 6.42, repro,
2011-08-14,-50.20, -57.38, 9.03, 1.96, 1.44, 6.16, repro,
2011-08-15,-49.00, -56.26, 7.26, 1.96, 1.43, 6.16, repro,
2011-08-16,-50.90, -56.34, 7.90, 1.84, 1.36, 5.81, repro,
2011-08-17,-50.01, -56.65, 7.50, 2.03, 1.48, 6.37, repro,
2011-08-18,-50.98, -56.49, 7.03, 2.02, 1.48, 6.37, repro,
2011-08-19,-52.25, -56.23, 9.78, 1.83, 1.35, 5.76, repro,
2011-08-20,-51.92, -56.53, 9.39, 1.92, 1.42, 6.05, repro,
2011-08-21,-52.40, -55.48, 7.36, 2.03, 1.48, 6.37, repro,
2011-08-22,-52.47, -57.34, 17.13, 2.27, 1.63, 7.1, repro,
2011-08-23,-52.46, -56.45, 17.42, 2.16, 1.56, 6.76, repro,
2011-08-24,-52.74, -57.35, 8.35, 2.15, 1.55, 6.7, repro,
2011-08-25,-53.10, -57.75, 10.23, 2.11, 1.53, 6.61, repro,
2011-08-26,-52.84, -58.73, 9.87, 2.08, 1.54, 6.56, repro,
2011-08-27,-53.92, -58.25, 6.27, 1.98, 1.42, 6.17, repro,
2011-08-28,-53.99, -58.90, 5.40, 2.45, 1.74, 7.68, repro,
2011-08-29,-52.03, -60.31, 5.84, 2.24, 1.6, 7.02, repro,
2011-08-30,-55.16, -59.03, 15.57, 2.03, 1.44, 6.24, repro,
2011-08-31,-54.14, -59.14, 9.03, 1.92, 1.35, 5.86, repro,
2011-09-01,-53.62, -59.91, 10.08, 1.88, 1.37, 5.89, repro,
2011-09-02,-53.78, -60.13, 7.21, 1.87, 1.36, 5.88, repro,
2011-09-03,-54.14, -60.11, 8.10, 1.74, 1.27, 5.45, repro,
2011-09-04,-54.17, -60.19, 9.80, 1.75, 1.28, 5.5, repro,
2011-09-05,-54.78, -60.00, 12.70, 1.91, 1.39, 5.97, repro,
2011-09-06,-54.44, -59.59, 14.17, 1.75, 1.28, 5.49, repro,
2011-09-07,-53.60, -60.31, 7.31, 1.83, 1.33, 5.72, repro,
2011-09-08,-53.23, -60.02, 3.59, 1.82, 1.33, 5.7, repro,
2011-09-09,-54.37, -59.74, 6.10, 1.83, 1.32, 5.71, repro,
2011-09-10,-54.46, -57.94, 3.68, 1.98, 1.43, 6.22, repro,
2011-09-11,-52.45, -61.09, 9.15, 1.88, 1.36, 5.88, repro,
2011-09-12,-54.95, -60.03, 9.01, 1.92, 1.39, 6.01, repro,
2011-09-13,-53.71, -60.03, 9.86, 1.88, 1.37, 5.94, repro,
2011-09-14,-53.56, -59.10, 8.29, 1.9, 1.38, 5.98, repro,
2011-09-15,-53.68, -60.62, 10.49, 1.95, 1.42, 6.18, repro,
2011-09-16,-54.66, -59.23, 15.28, 2.07, 1.49, 6.5, repro,
2011-09-17,-53.77, -59.77, 11.54, 2.01, 1.45, 6.3, repro,
2011-09-18,-53.03, -59.80, 10.20, 2.3, 1.67, 7.27, repro,
2011-09-19,-54.24, -59.55, 7.58, 1.98, 1.48, 6.36, repro,
2011-09-20,-54.62, -59.65, 6.88, 1.82, 1.36, 5.75, repro,
2011-09-21,-55.27, -61.05, 11.72, 1.98, 1.44, 6.29, repro,
2011-09-22,-53.77, -61.62, 16.63, 2.29, 1.65, 7.21, repro,
2011-09-23,-54.61, -61.83, 14.15, 2.23, 1.62, 7, repro,
2011-09-24,-54.32, -61.03, 13.70, 2.06, 1.51, 6.51, repro,
2011-09-25,-54.08, -60.71, 12.97, 2.45, 1.75, 7.67, repro,
2011-09-26,-55.73, -59.52, 10.70, 2.18, 1.6, 6.88, repro,
2011-09-27,-55.44, -61.24, 12.99, 2.35, 1.69, 7.35, repro,
2011-09-28,-54.27, -59.65, 7.24, 1.99, 1.48, 6.37, repro,
2011-09-29,-53.99, -60.72, 13.90, 1.9, 1.4, 5.98, repro,
2011-09-30,-54.86, -60.09, 16.23, 2.04, 1.5, 6.5, repro,
2011-10-01,-54.08, -60.28, 13.63, 2.03, 1.5, 6.47, repro,
2011-10-02,-53.65, -59.24, 3.26, 1.89, 1.4, 6.01, repro,
2011-10-03,-54.20, -60.06, 9.32, 2.1, 1.56, 6.72, repro,
2011-10-04,-55.50, -59.24, 13.16, 2.06, 1.49, 6.55, repro,
2011-10-05,-56.80, -60.75, 20.37, 1.96, 1.42, 6.18, repro,
2011-10-06,-54.38, -60.61, 14.55, 1.8, 1.31, 5.68, repro,
2011-10-07,-54.92, -60.46, 13.47, 1.89, 1.37, 5.96, repro,
2011-10-08,-53.96, -59.62, 7.56, 2.02, 1.47, 6.37, repro,
2011-10-09,-54.98, -59.16, 7.79, 2.02, 1.46, 6.38, repro,
2011-10-10,-54.88, -59.24, 12.63, 2.22, 1.6, 6.99, repro,
2011-10-11,-54.84, -60.75, 9.57, 2.11, 1.53, 6.65, repro,
2011-10-12,-53.62, -59.92, 5.20, 2.14, 1.52, 6.68, repro,
2011-10-13,-55.66, -59.35, 2.49, 1.91, 1.38, 5.98, repro,
2011-10-14,-55.29, -59.44, 5.66, 1.92, 1.38, 6, repro,
2011-10-15,-54.51, -59.32, 6.65, 1.8, 1.32, 5.69, repro,
2011-10-16,-54.73, -59.35, 5.94, 1.77, 1.29, 5.57, repro,
2011-10-17,-54.29, -59.11, 3.80, 1.81, 1.32, 5.7, repro,
2011-10-18,-54.78, -58.78, 1.96, 1.91, 1.39, 6.01, repro,
2011-10-19,-55.00, -60.17, 6.23, 1.89, 1.37, 5.98, repro,
2011-10-20,-54.65, -60.41, 12.74, 1.78, 1.31, 5.67, repro,
2011-10-21,-54.65, -60.15, 9.75, 1.89, 1.38, 6.02, repro,
2011-10-22,-54.55, -59.64, 13.39, 2.08, 1.51, 6.59, repro,
2011-10-23,-54.41, -60.36, 6.61, 1.99, 1.45, 6.32, repro,
2011-10-24,-54.25, -60.22, 5.73, 1.84, 1.37, 5.92, repro,
2011-10-25,-54.74, -58.99, 2.24, 1.71, 1.28, 5.56, repro,
2011-10-26,-54.99, -59.61, 5.24, 1.89, 1.41, 6.08, repro,
2011-10-27,-54.63, -60.46, 5.06, 1.88, 1.4, 5.98, repro,
2011-10-28,-54.49, -59.34, 9.23, 2.05, 1.51, 6.55, repro,
2011-10-29,-55.31, -59.21, 8.15, 1.8, 1.35, 5.74, repro,
2011-10-30,-55.31, -59.92, 9.47, 2.46, 1.76, 7.62, repro,
2011-10-31,-55.16, -60.53, 5.69, 1.98, 1.48, 6.29, repro,
2011-11-01,-54.24, -59.94, 7.42, 1.83, 1.37, 5.81, repro,
2011-11-02,-55.19, -61.95, 5.13, 1.89, 1.43, 6.06, repro,
2011-11-03,-54.98, -60.14, 7.79, 1.98, 1.47, 6.27, repro,
2011-11-04,-54.90, -59.92, 8.05, 1.82, 1.36, 5.77, repro,
2011-11-05,-54.20, -61.26, 11.35, 1.82, 1.37, 5.78, repro,
2011-11-06,-54.96, -60.82, 7.46, 1.83, 1.36, 5.79, repro,
2011-11-07,-54.71, -60.96, 4.12, 1.81, 1.36, 5.72, repro,
2011-11-08,-53.20, -60.24, 2.48, 1.87, 1.39, 5.91, repro,
2011-11-09,-54.01, -61.96, 3.84, 1.98, 1.49, 6.28, repro,
2011-11-10,-54.80, -60.79, 4.68, 1.93, 1.44, 6.06, repro,
2011-11-11,-55.38, -61.48, 14.67, 2.09, 1.53, 6.6, repro,
2011-11-12,-55.30, -61.42, 17.18, 1.96, 1.44, 6.18, repro,
2011-11-13,-53.50, -61.84, 21.56, 1.92, 1.41, 6.06, repro,
2011-11-14,-53.71, -61.71, 12.99, 1.92, 1.42, 6.07, repro,
2011-11-15,-54.76, -60.25, 4.20, 1.86, 1.38, 5.84, repro,
2011-11-16,-55.73, -60.49, 6.10, 1.94, 1.43, 6.09, repro,
2011-11-17,-55.99, -60.89, 9.19, 2.33, 1.68, 7.29, repro,
2011-11-18,-54.87, -61.00, 6.73, 1.96, 1.46, 6.19, repro,
2011-11-19,-54.91, -60.94, 4.76, 1.89, 1.4, 5.92, repro,
2011-11-20,-54.75, -60.52, 3.92, 1.78, 1.32, 5.6, repro,
2011-11-21,-55.42, -60.90, 1.34, 1.99, 1.47, 6.29, repro,
2011-11-22,-55.40, -59.07, 7.68, 2.1, 1.53, 6.55, repro,
2011-11-23,-54.90, -61.99, 5.08, 1.99, 1.43, 6.1, repro,
2011-11-24,-54.65, -61.00, -0.83, 1.99, 1.45, 6.22, repro,
2011-11-25,-53.54, -61.40, 4.28, 2.02, 1.46, 6.32, repro,
2011-11-26,-56.61, -60.50, 0.48, 2.07, 1.51, 6.48, repro,
2011-11-27,-55.70, -60.22, 4.23, 2.06, 1.5, 6.48, repro,
2011-11-28,-55.05, -60.81, -4.17, 1.86, 1.36, 5.87, repro,
2011-11-29,-55.42, -59.66, -0.91, 1.92, 1.4, 6.04, repro,
2011-11-30,-54.85, -60.23, 2.06, 1.93, 1.39, 6, repro,
2011-12-01,-55.51, -59.44, -12.32, 1.88, 1.39, 5.93, repro,
2011-12-02,-53.52, -61.04, 1.18, 2.1, 1.55, 6.62, repro,
2011-12-03,-55.31, -60.03, -3.55, 1.84, 1.36, 5.83, repro,
2011-12-04,-55.13, -59.77, -6.62, 1.85, 1.36, 5.86, repro,
2011-12-05,-55.56, -60.34, -3.21, 1.87, 1.37, 5.96, repro,
2011-12-06,-55.18, -60.62, 0.17, 1.89, 1.39, 6.02, repro,
2011-12-07,-55.18, -60.50, 2.08, 1.87, 1.38, 5.96, repro,
2011-12-08,-55.23, -59.94, 4.18, 1.81, 1.35, 5.8, repro,
2011-12-09,-55.90, -59.82, -0.50, 1.79, 1.32, 5.67, repro,
2011-12-10,-55.44, -60.80, -1.42, 1.87, 1.37, 5.91, repro,
2011-12-11,-55.54, -60.69, 5.14, 1.83, 1.38, 5.82, repro,
2011-12-12,-55.68, -60.07, 3.15, 1.81, 1.37, 5.75, repro,
2011-12-13,-54.58, -60.46, 8.50, 1.83, 1.39, 5.84, repro,
2011-12-14,-54.83, -60.37, 5.59, 1.81, 1.37, 5.72, repro,
2011-12-15,-54.73, -60.46, 1.81, 1.81, 1.36, 5.72, repro,
2011-12-16,-55.00, -60.02, -2.82, 1.9, 1.43, 5.97, repro,
2011-12-17,-55.54, -60.43, 0.03, 1.77, 1.34, 5.63, repro,
2011-12-18,-55.18, -60.51, -2.91, 1.96, 1.49, 6.23, repro,
2011-12-19,-55.58, -60.22, 1.21, 1.79, 1.38, 5.61, repro,
2011-12-20,-55.09, -61.12, 2.27, 1.87, 1.45, 5.89, repro,
2011-12-21,-56.30, -60.11, 0.82, 1.85, 1.42, 5.84, repro,
2011-12-22,-54.70, -60.08, 0.89, 1.76, 1.36, 5.57, repro,
2011-12-23,-54.26, -59.33, -1.26, 2.01, 1.51, 6.3, repro,
2011-12-24,-55.01, -60.79, 1.68, 1.87, 1.41, 5.93, repro,
2011-12-25,-55.80, -61.39, 0.07, 2.04, 1.53, 6.4, repro,
2011-12-26,-54.67, -61.15, 2.54, 1.93, 1.46, 6.01, repro,
2011-12-27,-54.72, -60.74, 1.20, 1.91, 1.44, 5.99, repro,
2011-12-28,-57.06, -61.68, 1.29, 2.05, 1.52, 6.45, repro,
2011-12-29,-54.16, -61.75, 7.40, 2.08, 1.55, 6.55, repro,
2011-12-30,-55.11, -60.21, 5.59, 2.14, 1.6, 6.74, repro,
2011-12-31,-54.86, -61.68, -2.11, 1.89, 1.43, 5.93, repro,
2012-01-01,-55.52, -61.53, 1.02, 1.9, 1.44, 5.93, repro,
2012-01-02,-54.70, -60.34, 3.71, 2.03, 1.52, 6.36, repro,
2012-01-03,-55.34, -61.19, 4.49, 2, 1.48, 6.23, repro,
2012-01-04,-56.78, -60.42, -0.14, 2.09, 1.54, 6.52, repro,
2012-01-05,-55.86, -62.36, -1.20, 2.11, 1.57, 6.63, repro,
2012-01-06,-54.84, -60.59, -1.84, 1.89, 1.42, 5.88, repro,
2012-01-07,-55.30, -61.48, 1.73, 1.79, 1.34, 5.58, repro,
2012-01-08,-55.28, -61.52, 5.86, 1.92, 1.43, 5.97, repro,
2012-01-09,-55.18, -61.33, 0.80, 2.03, 1.5, 6.29, repro,
2012-01-10,-55.62, -61.10, -0.90, 1.86, 1.38, 5.81, repro,
2012-01-11,-55.74, -60.55, -3.24, 1.84, 1.37, 5.73, repro,
2012-01-12,-55.20, -60.79, 2.99, 1.8, 1.35, 5.63, repro,
2012-01-13,-55.09, -61.50, -1.34, 1.94, 1.44, 6.04, repro,
2012-01-14,-54.40, -59.25, -0.65, 1.91, 1.42, 5.97, repro,
2012-01-15,-54.58, -61.50, -3.25, 1.92, 1.43, 5.96, repro,
2012-01-16,-55.07, -60.91, -4.26, 1.87, 1.39, 5.79, repro,
2012-01-17,-57.76, -60.49, -3.29, 2.71, 2.16, 8.18, repro,
2012-01-18,-54.91, -60.94, 0.98, 1.71, 1.28, 5.33, repro,
2012-01-19,-55.75, -61.35, 6.01, 2.46, 1.98, 7.33, repro,
2012-01-20,-56.22, -60.92, 6.22, 1.76, 1.3, 5.48, repro,
2012-01-21,-57.07, -61.41, 14.38, 2.03, 1.5, 6.39, repro,
2012-01-22,-56.48, -59.95, 3.90, 2.01, 1.47, 6.26, repro,
2012-01-23,-54.73, -61.39, 5.49, 2.03, 1.49, 6.38, repro,
2012-01-24,-55.32, -62.50, 3.43, 2.02, 1.47, 6.28, repro,
2012-01-25,-58.21, -63.89, 6.98, 2.18, 1.58, 6.8, repro,
2012-01-26,-54.65, -61.17, -8.20, 1.88, 1.37, 5.87, repro,
2012-01-27,-54.74, -61.63, -4.50, 1.85, 1.38, 5.89, repro,
2012-01-28,-55.58, -60.78, -1.87, 1.86, 1.37, 5.81, repro,
2012-01-29,-57.00, -61.46, 2.91, 1.88, 1.37, 5.85, repro,
2012-01-30,-56.18, -61.43, 2.22, 1.9, 1.4, 5.95, repro,
2012-01-31,-55.19, -62.69, 6.12, 1.9, 1.39, 5.89, repro,
2012-02-01,-55.72, -61.98, 4.39, 1.89, 1.37, 5.88, repro,
2012-02-02,-54.82, -61.48, -6.68, 1.87, 1.37, 5.86, repro,
2012-02-03,-54.97, -60.05, -9.12, 1.9, 1.37, 5.88, repro,
2012-02-04,-55.37, -61.26, -4.74, 1.86, 1.35, 5.78, repro,
2012-02-05,-54.40, -61.58, -4.87, 1.95, 1.42, 6.06, repro,
2012-02-06,-54.84, -61.26, -6.62, 1.91, 1.37, 5.91, repro,
2012-02-07,-54.58, -60.93, -8.12, 1.46, 1.06, 4.48, repro,
2012-02-08,-55.65, -62.88, 3.40, 2.1, 1.5, 6.5, repro,
2012-02-09,-55.17, -61.61, -4.39, 1.95, 1.41, 5.98, repro,
2012-02-10,-55.50, -62.32, -0.40, 1.91, 1.38, 5.86, repro,
2012-02-11,-57.02, -64.08, 0.35, 2, 1.44, 6.14, repro,
2012-02-12,-55.14, -62.10, -2.83, 1.84, 1.33, 5.63, repro,
2012-02-13,-55.98, -62.80, -0.51, 1.98, 1.42, 6.17, repro,
2012-02-14,-55.93, -62.77, 2.35, 1.89, 1.37, 5.78, repro,
2012-02-15,-55.38, -61.80, -3.82, 1.88, 1.37, 5.76, repro,
2012-02-16,-54.83, -61.25, -4.09, 1.95, 1.41, 5.95, repro,
2012-02-17,-56.50, -61.90, -5.24, 2.02, 1.45, 6.16, repro,
2012-02-18,-54.90, -61.79, -7.39, 1.94, 1.4, 5.93, repro,
2012-02-19,-55.26, -61.40, -0.85, 1.91, 1.38, 5.84, repro,
2012-02-20,-55.89, -62.10, 3.44, 3.82, 2.76, 11.09, repro,
2012-02-21,-56.13, -61.54, 3.50, 1.91, 1.39, 5.85, repro,
2012-02-22,-56.53, -60.94, 3.10, 1.99, 1.42, 6.09, repro,
2012-02-23,-54.97, -61.66, 1.18, 2.03, 1.46, 6.21, repro,
2012-02-24,-56.74, -62.63, -6.52, 1.9, 1.38, 5.85, repro,
2012-02-25,-55.24, -62.78, 0.18, 1.86, 1.36, 5.83, repro,
2012-02-26,-55.50, -61.95, -4.34, 1.88, 1.37, 5.77, repro,
2012-02-27,-55.19, -61.79, -0.80, 1.88, 1.34, 5.8, repro,
2012-02-28,-55.75, -62.62, 1.20, 2.01, 1.41, 6.12, repro,
2012-02-29,-56.69, -60.52, -6.44, 1.96, 1.42, 6.04, repro,
2012-03-01,-55.77, -62.68, 4.06, 1.94, 1.4, 5.92, repro,
2012-03-02,-55.31, -61.74, -1.71, 1.92, 1.39, 5.93, repro,
2012-03-03,-54.87, -62.19, 2.65, 1.96, 1.41, 6.07, repro,
2012-03-04,-54.51, -61.42, -4.91, 1.96, 1.42, 6.08, repro,
2012-03-05,-57.40, -61.76, -1.49, 1.92, 1.39, 5.94, repro,
2012-03-06,-55.05, -62.29, -1.00, 1.86, 1.35, 5.77, repro,
2012-03-07,-56.16, -62.64, 1.73, 1.86, 1.35, 5.79, repro,
2012-03-08,-54.87, -61.59, -2.43, 1.86, 1.36, 5.78, repro,
2012-03-09,-55.33, -62.03, 2.14, 2.03, 1.47, 6.31, repro,
2012-03-10,-55.23, -62.25, 0.87, 1.86, 1.36, 5.77, repro,
2012-03-11,-55.58, -62.12, 0.86, 1.97, 1.43, 6.08, repro,
2012-03-12,-54.73, -61.42, -1.09, 1.94, 1.42, 6.04, repro,
2012-03-13,-55.25, -63.46, 6.07, 1.87, 1.35, 5.8, repro,
2012-03-14,-55.71, -61.78, 3.02, 1.9, 1.37, 5.87, repro,
2012-03-15,-55.74, -61.76, 4.25, 2.06, 1.48, 6.37, repro,
2012-03-16,-54.97, -62.34, -2.20, 1.9, 1.36, 5.85, repro,
2012-03-17,-55.02, -61.95, 1.47, 1.88, 1.37, 5.82, repro,
2012-03-18,-55.68, -62.61, 3.59, 1.89, 1.38, 5.88, repro,
2012-03-19,-54.00, -62.21, 0.76, 1.89, 1.36, 5.83, repro,
2012-03-20,-54.06, -61.65, 6.55, 2.01, 1.44, 6.22, repro,
2012-03-21,-55.60, -61.95, -4.04, 1.92, 1.39, 5.93, repro,
2012-03-22,-55.33, -62.14, -6.67, 1.85, 1.35, 5.72, repro,
2012-03-23,-55.73, -62.56, -6.13, 1.83, 1.33, 5.65, repro,
2012-03-24,-55.55, -61.72, -7.65, 1.85, 1.35, 5.72, repro,
2012-03-25,-55.10, -61.89, -3.22, 1.81, 1.32, 5.59, repro,
2012-03-26,-55.14, -61.86, 0.44, 1.82, 1.33, 5.64, repro,
2012-03-27,-57.03, -60.79, -2.79, 1.9, 1.37, 5.86, repro,
2012-03-28,-55.01, -59.66, -3.65, 2.1, 1.5, 6.47, repro,
2012-03-29,-56.09, -61.53, -0.36, 1.94, 1.41, 6, repro,
2012-03-30,-55.71, -63.42, 3.99, 1.89, 1.37, 5.82, repro,
2012-03-31,-55.67, -62.89, 2.47, 1.87, 1.36, 5.8, repro,
2012-04-01,-55.87, -62.51, 0.49, 1.86, 1.35, 5.76, repro,
2012-04-02,-55.75, -61.38, -3.53, 1.91, 1.37, 5.92, repro,
2012-04-03,-55.53, -61.62, -6.76, 1.85, 1.34, 5.72, repro,
2012-04-04,-54.97, -62.28, -5.16, 1.84, 1.33, 5.65, repro,
2012-04-05,-55.73, -63.27, -7.08, 1.91, 1.38, 5.88, repro,
2012-04-06,-55.00, -60.69, -3.85, 1.81, 1.31, 5.58, repro,
2012-04-07,-55.71, -62.29, -11.59, 1.83, 1.32, 5.63, repro,
2012-04-08,-55.48, -61.95, -13.80, 1.86, 1.33, 5.72, repro,
2012-04-09,-54.56, -62.63, -8.85, 1.8, 1.3, 5.57, repro,
2012-04-10,-55.34, -62.65, -5.76, 1.87, 1.35, 5.79, repro,
2012-04-11,-55.59, -63.20, -0.04, 1.81, 1.32, 5.6, repro,
2012-04-12,-55.67, -62.60, -0.48, 1.83, 1.35, 5.72, repro,
2012-04-13,-55.26, -62.83, -2.83, 1.81, 1.32, 5.61, repro,
2012-04-14,-54.70, -62.93, -6.18, 1.79, 1.31, 5.57, repro,
2012-04-15,-53.99, -62.61, -8.13, 1.91, 1.39, 5.92, repro,
2012-04-16,-55.59, -63.34, -5.82, 2.01, 1.45, 6.24, repro,
2012-04-17,-55.09, -62.89, -7.01, 1.95, 1.42, 6.05, repro,
2012-04-18,-56.15, -62.48, -6.13, 1.89, 1.38, 5.86, repro,
2012-04-19,-55.43, -62.35, -6.60, 1.87, 1.37, 5.81, repro,
2012-04-20,-55.14, -61.43, -9.58, 2.16, 1.55, 6.73, repro,
2012-04-21,-55.95, -62.48, -11.12, 1.85, 1.36, 5.78, repro,
2012-04-22,-55.39, -61.79, -8.46, 1.86, 1.37, 5.8, repro,
2012-04-23,-55.49, -61.34, -5.45, 1.83, 1.35, 5.71, repro,
2012-04-24,-57.28, -62.26, -2.40, 1.87, 1.39, 5.86, repro,
2012-04-25,-56.23, -62.14, -4.64, 2.04, 1.48, 6.35, repro,
2012-04-26,-55.90, -61.69, -8.41, 1.97, 1.43, 6.1, repro,
2012-04-27,-56.64, -62.55, -4.10, 1.97, 1.41, 6, repro,
2012-04-28,-55.87, -62.72, -9.21, 1.79, 1.33, 5.61, repro,
2012-04-29,-55.78, -62.26, -6.49, 1.77, 1.31, 5.52, repro,
2012-04-30,-56.05, -62.00, -5.80, 1.92, 1.41, 6, repro,
2012-05-01,-55.64, -62.62, -3.82, 1.93, 1.43, 6.05, repro,
2012-05-02,-56.41, -63.65, -5.36, 1.8, 1.34, 5.66, repro,
2012-05-03,-55.39, -63.11, -5.37, 1.82, 1.33, 5.63, repro,
2012-05-04,-55.44, -62.31, -4.93, 1.88, 1.39, 5.85, repro,
2012-05-05,-55.37, -62.79, -12.63, 1.78, 1.32, 5.56, repro,
2012-05-06,-55.66, -62.70, -13.40, 1.81, 1.34, 5.68, repro,
2012-05-07,-56.89, -62.91, -6.54, 1.81, 1.34, 5.66, repro,
2012-05-08,-54.65, -62.70, -9.85, 2.09, 1.52, 6.54, repro,
2012-05-09,-54.09, -62.68, -6.90, 2.07, 1.5, 6.47, repro,
2012-05-10,-55.48, -62.55, -6.90, 1.82, 1.34, 5.69, repro,
2012-05-11,-55.74, -62.40, -7.64, 1.78, 1.31, 5.57, repro,
2012-05-12,-55.85, -63.17, -6.64, 1.75, 1.29, 5.48, repro,
2012-05-13,-57.00, -62.24, -6.67, 1.76, 1.29, 5.51, repro,
2012-05-14,-55.97, -62.65, -10.23, 1.8, 1.32, 5.63, repro,
2012-05-15,-55.37, -63.17, -8.92, 1.83, 1.35, 5.73, repro,
2012-05-16,-54.68, -63.23, -5.50, 1.98, 1.44, 6.16, repro,
2012-05-17,-55.49, -63.65, -3.58, 1.85, 1.35, 5.76, repro,
2012-05-18,-54.76, -62.88, -4.67, 2.05, 1.49, 6.4, repro,
2012-05-19,-55.85, -62.56, -6.02, 1.99, 1.46, 6.22, repro,
2012-05-20,-56.22, -62.45, -0.44, 1.71, 1.27, 5.36, repro,
2012-05-21,-56.21, -62.95, -1.12, 1.86, 1.37, 5.81, repro,
2012-05-22,-55.97, -63.16, -2.25, 1.99, 1.45, 6.2, repro,
2012-05-23,-56.21, -62.90, -0.99, 1.81, 1.33, 5.65, repro,
2012-05-24,-56.24, -63.26, 3.77, 1.85, 1.36, 5.79, repro,
2012-05-25,-56.65, -63.17, -1.86, 1.74, 1.26, 5.41, repro,
2012-05-26,-56.51, -62.36, -0.44, 1.78, 1.3, 5.55, repro,
2012-05-27,-55.74, -63.60, -4.39, 1.85, 1.34, 5.77, repro,
2012-05-28,-55.83, -62.91, -1.97, 1.76, 1.28, 5.49, repro,
2012-05-29,-57.33, -63.28, -1.73, 1.81, 1.32, 5.64, repro,
2012-05-30,-57.00, -62.68, -1.48, 1.84, 1.36, 5.69, repro,
2012-05-31,-56.50, -62.42, -4.77, 1.82, 1.35, 5.69, repro,
2012-06-01,-56.12, -62.55, 3.25, 2.06, 1.5, 6.42, repro,
2012-06-02,-55.89, -63.87, 2.93, 1.84, 1.35, 5.72, repro,
2012-06-03,-56.62, -63.49, -1.45, 1.88, 1.4, 5.9, repro,
2012-06-04,-57.29, -63.44, -2.01, 1.89, 1.4, 5.92, repro,
2012-06-05,-57.17, -63.35, -4.47, 1.95, 1.43, 6.08, repro,
2012-06-06,-56.61, -62.55, 2.35, 1.96, 1.45, 6.2, repro,
2012-06-07,-58.34, -62.97, -2.22, 2.01, 1.49, 6.33, repro,
2012-06-08,-56.75, -63.30, 3.15, 1.92, 1.4, 5.99, repro,
2012-06-09,-56.92, -64.09, -1.25, 1.79, 1.32, 5.62, repro,
2012-06-10,-56.82, -63.79, -5.47, 1.82, 1.35, 5.71, repro,
2012-06-11,-56.69, -63.12, -8.85, 2.07, 1.5, 6.46, repro,
2012-06-12,-56.81, -62.86, -2.09, 1.84, 1.36, 5.79, repro,
2012-06-13,-55.87, -62.79, -0.12, 1.99, 1.46, 6.24, repro,
2012-06-14,-56.92, -63.21, 0.20, 1.91, 1.41, 5.97, repro,
2012-06-15,-57.65, -63.95, -3.64, 1.89, 1.42, 5.96, repro,
2012-06-16,-57.36, -63.41, -0.42, 1.92, 1.43, 6.04, repro,
2012-06-17,-57.23, -62.06, 4.17, 2.01, 1.47, 6.29, repro,
2012-06-18,-56.89, -63.39, -0.50, 1.92, 1.43, 5.96, repro,
2012-06-19,-57.08, -62.95, -0.28, 1.81, 1.35, 5.64, repro,
2012-06-20,-57.88, -63.50, -3.74, 1.78, 1.33, 5.59, repro,
2012-06-21,-57.45, -63.50, 0.74, 1.95, 1.45, 6.15, repro,
2012-06-22,-57.87, -64.16, 5.06, 1.96, 1.44, 6.16, repro,
2012-06-23,-57.08, -63.70, 2.91, 1.85, 1.36, 5.78, repro,
2012-06-24,-56.93, -63.27, -2.54, 1.79, 1.32, 5.63, repro,
2012-06-25,-58.11, -63.94, -1.18, 1.86, 1.36, 5.8, repro,
2012-06-26,-56.74, -63.98, 0.49, 1.81, 1.33, 5.65, repro,
2012-06-27,-57.28, -64.21, -0.24, 1.83, 1.34, 5.71, repro,
2012-06-28,-56.79, -63.93, 1.21, 1.95, 1.41, 6.06, repro,
2012-06-29,-55.67, -64.15, 2.09, 1.92, 1.39, 5.97, repro,
2012-06-30,-57.75, -63.29, 1.18, 1.75, 1.27, 5.47, repro,
2012-07-01,-58.14, -64.39, 5.65, 2, 1.44, 6.22, repro,
2012-07-02,-56.48, -64.70, -0.21, 1.72, 1.26, 5.36, repro,
2012-07-03,-58.17, -63.25, 2.72, 1.83, 1.32, 5.67, repro,
2012-07-04,-57.39, -63.43, -2.14, 1.8, 1.3, 5.57, repro,
2012-07-05,-57.74, -63.94, -1.52, 1.81, 1.33, 5.73, repro,
2012-07-06,-57.78, -64.54, 0.51, 1.84, 1.33, 5.72, repro,
2012-07-07,-55.91, -65.14, 3.38, 1.88, 1.35, 5.84, repro,
2012-07-08,-57.05, -64.15, -2.29, 1.87, 1.34, 5.8, repro,
2012-07-09,-58.20, -65.31, -2.71, 2.22, 1.57, 6.88, repro,
2012-07-10,-57.78, -63.56, -7.06, 1.97, 1.4, 6.11, repro,
