PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P439
Station name, OrcasAirptWA2005
Begin Date, 2005-09-28
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P439.pbo.igs14.pos
Offset from source file, 14.91 mm North, 5.81 mm East, 8.13 mm Vertical
Reference position, 48.7081927394 North Latitude, -122.909303325 East Longitude, -13.85699 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-09-28,0.00, 0.00, 0.00, 17.56, 11.5, 58.82, repro,
2005-09-29,-3.21, -6.44, 19.62, 2.02, 1.47, 6.09, repro,
2005-09-30,-2.39, -6.99, 22.41, 2.34, 1.68, 7.17, repro,
2005-10-01,-2.02, -5.02, 18.85, 1.84, 1.38, 5.71, repro,
2005-10-02,-4.47, -4.64, 12.83, 1.99, 1.47, 6.12, repro,
2005-10-03,-2.91, -4.63, 13.91, 1.89, 1.4, 5.78, repro,
2005-10-04,-1.97, -3.47, 8.02, 1.77, 1.32, 5.43, repro,
2005-10-05,-3.21, -3.99, 13.93, 1.97, 1.44, 5.99, repro,
2005-10-06,-1.98, -5.04, 9.93, 1.96, 1.45, 6, repro,
2005-10-07,-1.29, -3.54, 14.77, 2.05, 1.49, 6.26, repro,
2005-10-08,-3.46, -5.31, 17.11, 1.95, 1.42, 5.92, repro,
2005-10-09,-3.13, -7.18, 18.28, 1.95, 1.43, 5.94, repro,
2005-10-10,-3.59, -6.86, 16.56, 2.2, 1.58, 6.7, repro,
2005-10-11,-2.91, -4.05, 13.66, 1.82, 1.35, 5.53, repro,
2005-10-12,-1.73, -4.38, 11.20, 2.11, 1.54, 6.49, repro,
2005-10-13,-4.20, -4.79, 12.28, 2.33, 1.69, 7.23, repro,
2005-10-14,-3.06, -4.80, 11.09, 1.99, 1.44, 6.08, repro,
2005-10-15,-2.97, -4.21, 14.40, 2.03, 1.47, 6.18, repro,
2005-10-16,-2.56, -3.78, 13.09, 2.18, 1.56, 6.68, repro,
2005-10-17,-3.03, -4.22, 11.51, 2.14, 1.54, 6.55, repro,
2005-10-18,-1.54, -4.28, 13.62, 2.32, 1.66, 7.11, repro,
2005-10-19,-2.76, -4.28, 14.31, 1.83, 1.34, 5.58, repro,
2005-10-20,-1.57, -3.06, 7.56, 2.1, 1.52, 6.3, repro,
2005-10-21,-3.06, -4.03, 7.26, 2.06, 1.48, 6.31, repro,
2005-10-22,-2.91, -5.52, 12.40, 1.95, 1.44, 5.98, repro,
2005-10-23,-2.16, -4.29, 15.50, 2.08, 1.53, 6.36, repro,
2005-10-24,-1.19, -3.69, 9.62, 1.92, 1.41, 5.86, repro,
2005-10-25,-1.96, -5.78, 12.32, 2.03, 1.48, 6.2, repro,
2005-10-26,-1.66, -4.16, 8.63, 2.19, 1.6, 6.64, repro,
2005-10-27,-1.36, -4.86, 10.54, 1.82, 1.36, 5.5, repro,
2005-10-28,-4.80, -3.55, 14.07, 2.21, 1.6, 6.7, repro,
2005-10-29,-3.04, -3.66, 20.48, 1.95, 1.43, 5.91, repro,
2005-10-30,-2.69, -4.81, 8.64, 1.9, 1.4, 5.78, repro,
2005-10-31,-2.03, -5.32, 9.87, 2.46, 1.81, 7.51, repro,
2005-11-01,-2.93, -5.12, 8.98, 1.92, 1.45, 5.84, repro,
2005-11-02,-0.97, -4.31, 14.23, 2.11, 1.59, 6.36, repro,
2005-11-03,-3.44, -2.64, 8.01, 2.17, 1.63, 6.6, repro,
2005-11-04,-3.51, -5.25, 11.68, 2.23, 1.68, 6.82, repro,
2005-11-05,-2.95, -4.41, 11.67, 2.03, 1.53, 6.21, repro,
2005-11-06,-1.74, -3.42, 6.85, 1.96, 1.47, 5.94, repro,
2005-11-07,-1.71, -4.50, 6.16, 2.01, 1.5, 6.1, repro,
2005-11-08,-3.07, -3.91, 9.36, 1.89, 1.43, 5.72, repro,
2005-11-09,-4.18, -3.55, 8.56, 2.05, 1.59, 6.04, repro,
2005-11-10,-3.45, -2.72, 11.89, 2.5, 1.84, 7.68, repro,
2005-11-11,-3.47, -5.76, 12.55, 2.09, 1.53, 6.35, repro,
2005-11-12,-2.45, -4.77, 16.72, 2.05, 1.54, 6.19, repro,
2005-11-13,-3.01, -4.44, 8.05, 1.84, 1.37, 5.61, repro,
2005-11-14,-2.94, -4.50, 4.07, 1.99, 1.47, 6.04, repro,
2005-11-15,-2.75, -3.60, -3.39, 1.91, 1.38, 5.81, repro,
2005-11-16,-1.87, -4.57, -0.51, 1.85, 1.35, 5.64, repro,
2005-11-17,-3.27, -4.52, 0.98, 1.77, 1.3, 5.3, repro,
2005-11-18,-3.14, -4.02, 3.87, 1.86, 1.34, 5.55, repro,
2005-11-19,-2.64, -3.65, -2.26, 1.94, 1.4, 5.83, repro,
2005-11-20,-3.36, -4.39, 4.96, 1.84, 1.31, 5.49, repro,
2005-11-21,-2.60, -4.12, 3.77, 1.97, 1.42, 5.95, repro,
2005-11-22,-3.59, -4.11, 7.78, 1.81, 1.32, 5.49, repro,
2005-11-23,-2.94, -4.86, 10.04, 1.81, 1.3, 5.49, repro,
2005-11-24,-2.41, -5.04, 12.52, 1.95, 1.4, 5.9, repro,
2005-11-25,-3.44, -4.41, 13.98, 1.93, 1.37, 5.81, repro,
2005-11-26,-4.01, -5.21, 13.15, 2.08, 1.47, 6.27, repro,
2005-11-27,-3.28, -5.53, 8.57, 2.06, 1.45, 6.24, repro,
2005-11-28,-1.57, -6.06, 3.49, 1.81, 1.29, 5.5, repro,
2005-11-29,-1.15, -8.36, 2.49, 1.97, 1.4, 5.99, repro,
2005-11-30,-2.54, -5.42, 4.87, 1.85, 1.32, 5.6, repro,
2005-12-01,-1.61, -6.12, 1.92, 1.86, 1.34, 5.65, repro,
2005-12-02,-2.72, -6.18, 10.04, 1.72, 1.24, 5.24, repro,
2005-12-03,-3.36, -5.23, 6.71, 1.89, 1.35, 5.7, repro,
2005-12-04,-2.59, -4.80, 1.06, 1.77, 1.27, 5.39, repro,
2005-12-05,-2.08, -4.84, -1.89, 1.77, 1.27, 5.38, repro,
2005-12-06,-2.04, -4.48, -1.56, 1.75, 1.26, 5.31, repro,
2005-12-07,-2.93, -4.44, 2.36, 1.88, 1.35, 5.68, repro,
2005-12-08,-3.65, -4.34, 6.64, 1.77, 1.27, 5.38, repro,
2005-12-09,-4.42, -5.30, 9.96, 1.99, 1.42, 6.04, repro,
2005-12-10,-4.50, -4.63, 6.40, 1.91, 1.37, 5.8, repro,
2005-12-11,-2.52, -4.44, 1.14, 1.79, 1.29, 5.46, repro,
2005-12-12,-4.31, -4.05, 6.45, 1.97, 1.41, 6.03, repro,
2005-12-13,-2.41, -5.08, 2.93, 1.79, 1.27, 5.44, repro,
2005-12-14,-3.49, -4.83, -0.44, 1.76, 1.26, 5.38, repro,
2005-12-15,-3.61, -4.57, -2.58, 1.75, 1.26, 5.35, repro,
2005-12-16,-3.04, -4.52, 3.71, 1.78, 1.28, 5.42, repro,
2005-12-17,-3.70, -5.07, 1.54, 1.8, 1.31, 5.46, repro,
2005-12-18,-3.54, -4.93, 5.49, 1.79, 1.29, 5.42, repro,
2005-12-19,-4.40, -5.57, 6.39, 1.99, 1.46, 6.03, repro,
2005-12-20,-3.39, -5.16, 6.30, 2, 1.46, 6.09, repro,
2005-12-21,-5.62, -5.37, 7.50, 2.21, 1.61, 6.74, repro,
2005-12-22,-2.89, -4.47, 4.76, 2.22, 1.61, 6.71, repro,
2005-12-23,-5.24, -6.76, 9.52, 2.1, 1.51, 6.38, repro,
2005-12-24,-5.70, -5.93, 4.36, 2.07, 1.46, 6.28, repro,
2005-12-25,-3.55, -5.78, 9.98, 2.26, 1.59, 6.91, repro,
2005-12-26,-5.29, -5.51, 5.99, 2.07, 1.46, 6.2, repro,
2005-12-27,-4.30, -4.56, 2.04, 2.29, 1.62, 6.96, repro,
2005-12-28,-4.21, -5.88, 2.83, 2.09, 1.49, 6.29, repro,
2005-12-29,-2.23, -5.55, 4.47, 2.04, 1.46, 6.23, repro,
2005-12-30,-4.62, -5.52, 9.58, 2.1, 1.49, 6.37, repro,
2005-12-31,-2.87, -6.78, 17.23, 1.99, 1.41, 5.99, repro,
2006-01-01,-2.96, -3.78, 5.66, 2.24, 1.59, 6.77, repro,
2006-01-02,-1.96, -5.29, 8.33, 2.01, 1.44, 6.06, repro,
2006-01-03,-4.88, -5.60, 0.07, 1.98, 1.45, 5.96, repro,
2006-01-04,-3.28, -6.18, 3.27, 2.02, 1.45, 6.11, repro,
2006-01-05,-4.75, -5.20, -0.81, 2.17, 1.53, 6.51, repro,
2006-01-06,-3.58, -4.76, 3.84, 2.29, 1.64, 6.99, repro,
2006-01-07,-3.40, -5.77, 11.56, 1.9, 1.36, 5.72, repro,
2006-01-08,-3.74, -5.17, 7.17, 2.03, 1.47, 6.26, repro,
2006-01-09,-4.99, -5.27, 4.71, 1.9, 1.38, 5.91, repro,
2006-01-10,-3.59, -5.76, 8.02, 2.17, 1.54, 6.61, repro,
2006-01-11,-2.38, -6.77, 10.99, 2.22, 1.59, 6.74, repro,
2006-01-12,-3.36, -5.67, 7.39, 2.01, 1.43, 6.07, repro,
2006-01-13,-3.63, -4.43, 6.80, 1.54, 1.1, 4.63, repro,
2006-01-14,-1.95, -5.48, 4.66, 1.97, 1.41, 5.99, repro,
2006-01-15,-3.04, -5.62, 0.48, 1.9, 1.37, 5.77, repro,
2006-01-16,-2.34, -5.75, -0.79, 1.99, 1.45, 6.11, repro,
2006-01-17,-5.45, -4.35, 5.85, 2.3, 1.67, 7.07, repro,
2006-01-18,-3.44, -5.33, 8.55, 1.81, 1.36, 5.51, repro,
2006-01-19,-4.18, -4.97, 5.59, 1.89, 1.37, 5.77, repro,
2006-01-20,-3.68, -5.37, 3.43, 1.92, 1.4, 5.94, repro,
2006-01-21,-3.23, -4.61, 0.90, 1.82, 1.34, 5.55, repro,
2006-01-22,-3.31, -4.74, -0.62, 1.91, 1.4, 5.76, repro,
2006-01-23,-3.83, -5.45, -1.96, 1.88, 1.35, 5.73, repro,
2006-01-24,-4.29, -4.49, -0.13, 1.86, 1.35, 5.72, repro,
2006-01-25,-5.49, -4.82, 4.21, 2.92, 2.37, 8.68, repro,
2006-01-26,-3.65, -4.41, 1.54, 1.93, 1.42, 5.96, repro,
2006-01-27,-3.67, -4.84, -0.11, 1.89, 1.41, 5.79, repro,
2006-01-28,-3.82, -5.96, 4.33, 1.98, 1.45, 6.14, repro,
2006-01-29,-4.30, -4.83, 0.36, 2.01, 1.46, 6.12, repro,
2006-01-30,-5.12, -5.42, 2.30, 1.86, 1.36, 5.72, repro,
2006-01-31,-4.78, -5.30, 8.23, 1.95, 1.43, 6.02, repro,
2006-02-01,-3.65, -5.36, 5.43, 2.15, 1.55, 6.64, repro,
2006-02-02,-3.83, -5.00, 5.33, 1.95, 1.42, 6.03, repro,
2006-02-03,-4.94, -5.81, 2.07, 1.93, 1.4, 5.95, repro,
2006-02-04,-6.05, -5.47, -1.31, 2.26, 1.62, 6.97, repro,
2006-02-05,-4.98, -5.32, -3.07, 1.88, 1.35, 5.64, repro,
2006-02-06,-4.86, -4.38, -3.28, 1.88, 1.36, 5.74, repro,
2006-02-07,-4.03, -4.54, -7.70, 1.91, 1.41, 5.83, repro,
2006-02-08,-3.65, -5.86, -7.79, 2.09, 1.49, 6.42, repro,
2006-02-09,-4.37, -5.38, -6.54, 1.92, 1.36, 5.69, repro,
2006-02-10,-4.82, -5.39, -7.30, 1.85, 1.37, 5.55, repro,
2006-02-11,-5.11, -5.83, -6.11, 1.85, 1.36, 5.58, repro,
2006-02-12,-5.22, -5.12, -5.57, 1.94, 1.4, 5.92, repro,
2006-02-13,-5.29, -5.25, -0.49, 1.96, 1.39, 5.95, repro,
2006-02-14,-3.26, -5.36, -0.66, 1.79, 1.27, 5.43, repro,
2006-02-15,-5.40, -5.57, 4.06, 1.84, 1.31, 5.61, repro,
2006-02-16,-4.94, -4.89, -2.07, 1.81, 1.29, 5.47, repro,
2006-02-17,-3.83, -4.37, -6.53, 1.84, 1.31, 5.58, repro,
2006-02-18,-4.81, -5.46, -3.20, 1.83, 1.3, 5.51, repro,
2006-02-19,-4.65, -5.44, -0.23, 1.8, 1.28, 5.46, repro,
2006-02-20,-3.49, -6.15, -1.59, 1.83, 1.3, 5.59, repro,
2006-02-21,-4.29, -5.89, -0.89, 1.86, 1.31, 5.66, repro,
2006-02-22,-3.85, -6.15, 3.49, 1.85, 1.31, 5.64, repro,
2006-02-23,-4.69, -5.61, 1.27, 1.87, 1.32, 5.7, repro,
2006-02-24,-3.81, -5.75, -1.26, 1.86, 1.32, 5.67, repro,
2006-02-25,-3.64, -5.86, -2.33, 1.91, 1.35, 5.82, repro,
2006-02-26,-3.99, -5.78, 2.43, 1.89, 1.33, 5.74, repro,
2006-02-27,-3.87, -5.86, 9.53, 2.12, 1.5, 6.45, repro,
2006-02-28,-5.28, -6.27, 9.53, 1.99, 1.39, 5.93, repro,
2006-03-01,-4.52, -4.11, -4.04, 2, 1.41, 6.07, repro,
2006-03-02,-4.82, -4.33, -1.74, 2, 1.42, 6.1, repro,
2006-03-03,-3.32, -6.47, 0.04, 2.05, 1.42, 6.09, repro,
2006-03-04,-4.75, -7.57, 1.81, 1.91, 1.43, 5.82, repro,
2006-03-05,-4.80, -5.11, -2.57, 1.91, 1.39, 5.79, repro,
2006-03-06,-4.06, -4.88, -0.13, 2.03, 1.46, 6.21, repro,
2006-03-07,-4.69, -6.26, 6.15, 1.95, 1.41, 5.96, repro,
2006-03-08,-4.19, -6.35, 0.42, 1.98, 1.42, 6.06, repro,
2006-03-09,-3.15, -7.41, 12.74, 1.9, 1.37, 5.8, repro,
2006-03-10,-4.18, -7.18, 4.28, 1.85, 1.34, 5.63, repro,
2006-03-11,-4.58, -7.37, 5.42, 1.9, 1.37, 5.83, repro,
2006-03-12,-4.24, -6.45, 1.17, 1.87, 1.37, 5.73, repro,
2006-03-13,-5.44, -6.39, 4.49, 1.97, 1.43, 6, repro,
2006-03-14,-3.34, -5.72, 2.04, 1.96, 1.42, 5.97, repro,
2006-03-15,-4.04, -5.46, 2.39, 2, 1.45, 6.17, repro,
2006-03-16,-4.18, -4.41, -4.02, 2.03, 1.46, 6.21, repro,
2006-03-17,-3.62, -7.32, -0.74, 1.96, 1.43, 6.03, repro,
2006-03-18,-3.72, -6.40, -3.08, 1.9, 1.4, 5.88, repro,
2006-03-19,-3.82, -5.39, -4.79, 1.88, 1.37, 5.74, repro,
2006-03-20,-4.79, -6.39, 1.63, 1.8, 1.33, 5.59, repro,
2006-03-21,-4.37, -6.83, 1.96, 1.9, 1.4, 5.93, repro,
2006-03-22,-6.42, -4.48, -3.83, 2.07, 1.49, 6.41, repro,
2006-03-23,-7.05, -4.41, -11.45, 1.9, 1.41, 5.85, repro,
2006-03-24,-3.59, -5.50, -5.49, 2.18, 1.6, 6.67, repro,
2006-03-25,-4.93, -6.79, 2.57, 1.94, 1.44, 5.97, repro,
2006-03-26,-4.25, -6.28, 6.29, 2.02, 1.49, 6.19, repro,
2006-03-27,-5.51, -6.68, 5.54, 1.91, 1.42, 5.86, repro,
2006-03-28,-4.64, -6.30, 7.40, 1.92, 1.44, 5.9, repro,
2006-03-29,-4.40, -6.55, 5.95, 1.83, 1.41, 5.72, repro,
2006-03-30,-4.28, -6.87, 6.97, 1.77, 1.36, 5.53, repro,
2006-03-31,-4.86, -7.15, 4.57, 1.81, 1.39, 5.63, repro,
2006-04-01,-4.99, -7.15, 5.01, 1.77, 1.36, 5.52, repro,
2006-04-02,-5.79, -6.68, -0.40, 1.84, 1.4, 5.74, repro,
2006-04-03,-4.87, -6.22, 1.78, 1.79, 1.37, 5.59, repro,
2006-04-04,-5.38, -5.98, 1.34, 1.89, 1.44, 5.87, repro,
2006-04-05,-3.84, -5.98, 3.94, 1.88, 1.42, 5.85, repro,
2006-04-06,-6.08, -7.32, 3.51, 1.9, 1.44, 5.95, repro,
2006-04-07,-5.15, -6.63, 0.68, 1.88, 1.4, 5.8, repro,
2006-04-08,-5.48, -7.09, 6.23, 1.81, 1.36, 5.62, repro,
2006-04-09,-5.27, -5.99, 2.89, 1.78, 1.34, 5.55, repro,
2006-04-10,-5.35, -6.26, 2.28, 1.81, 1.37, 5.63, repro,
2006-04-11,-5.43, -6.23, 3.98, 1.78, 1.34, 5.61, repro,
2006-04-12,-5.74, -7.14, 6.63, 1.93, 1.45, 6.05, repro,
2006-04-13,-4.75, -6.49, 5.73, 1.75, 1.32, 5.49, repro,
2006-04-14,-6.43, -7.38, 10.11, 1.82, 1.37, 5.71, repro,
2006-04-15,-5.31, -6.91, 7.60, 1.93, 1.45, 6.05, repro,
2006-04-16,-4.24, -6.71, 2.55, 1.98, 1.48, 6.19, repro,
2006-04-17,-5.08, -7.32, 3.04, 1.72, 1.3, 5.44, repro,
2006-04-18,-6.06, -7.63, 4.61, 1.88, 1.41, 5.89, repro,
2006-04-19,-4.66, -7.00, 0.88, 1.89, 1.41, 5.9, repro,
2006-04-20,-5.10, -6.94, 2.05, 1.85, 1.39, 5.79, repro,
2006-04-21,-5.48, -6.37, 1.05, 1.86, 1.39, 5.79, repro,
2006-04-22,-4.82, -5.96, 1.65, 1.76, 1.32, 5.53, repro,
2006-04-23,-4.16, -6.16, 1.87, 1.76, 1.33, 5.53, repro,
2006-04-24,-4.74, -6.07, 2.57, 1.76, 1.32, 5.51, repro,
2006-04-25,-5.24, -6.25, 5.00, 1.85, 1.38, 5.78, repro,
2006-04-26,-5.67, -5.11, 9.38, 1.88, 1.41, 5.91, repro,
2006-04-27,-4.76, -6.31, 2.05, 1.89, 1.37, 5.85, repro,
2006-04-28,-4.54, -6.01, 1.94, 1.84, 1.35, 5.74, repro,
2006-04-29,-4.39, -6.78, 3.74, 1.92, 1.41, 6.01, repro,
2006-04-30,-4.67, -6.47, -0.94, 1.79, 1.32, 5.64, repro,
2006-05-01,-5.41, -6.07, 0.32, 1.94, 1.43, 6.07, repro,
2006-05-02,-4.90, -5.83, -1.84, 1.92, 1.41, 6.01, repro,
2006-05-03,-5.19, -6.92, 0.90, 1.79, 1.32, 5.6, repro,
2006-05-04,-5.38, -6.70, 3.31, 1.76, 1.31, 5.48, repro,
2006-05-05,-5.39, -7.10, 3.48, 1.69, 1.27, 5.27, repro,
2006-05-06,-5.63, -7.18, 9.58, 1.91, 1.41, 5.94, repro,
2006-05-07,-5.43, -6.83, 9.20, 2.04, 1.5, 6.33, repro,
2006-05-08,-5.75, -6.50, 4.60, 1.9, 1.4, 5.87, repro,
2006-05-09,-5.53, -7.22, 2.94, 1.8, 1.33, 5.48, repro,
2006-05-10,-5.65, -6.76, 3.21, 1.91, 1.41, 5.93, repro,
2006-05-11,-5.21, -5.96, 0.62, 2, 1.47, 6.2, repro,
2006-05-12,-5.84, -7.65, 6.31, 1.97, 1.45, 6.11, repro,
2006-05-13,-5.03, -6.38, -2.65, 1.8, 1.33, 5.6, repro,
2006-05-14,-4.95, -6.41, -0.03, 1.86, 1.36, 5.78, repro,
2006-05-15,-5.38, -7.23, 3.08, 1.86, 1.37, 5.79, repro,
2006-05-16,-5.05, -7.30, 0.85, 1.84, 1.37, 5.81, repro,
2006-05-17,-5.17, -7.48, 4.73, 1.88, 1.39, 5.93, repro,
2006-05-18,-5.58, -7.48, 3.78, 1.83, 1.34, 5.66, repro,
2006-05-19,-5.54, -7.91, 5.81, 2.05, 1.48, 6.29, repro,
2006-05-20,-4.77, -9.01, 7.33, 1.94, 1.4, 5.96, repro,
2006-05-21,-6.74, -6.87, 8.81, 1.98, 1.44, 6.08, repro,
2006-05-22,-7.31, -8.72, 13.98, 2.07, 1.51, 6.4, repro,
2006-05-23,-6.24, -7.71, 7.11, 2.17, 1.56, 6.67, repro,
2006-05-24,-6.25, -8.57, 5.28, 2.08, 1.5, 6.36, repro,
2006-05-25,-5.68, -9.03, 7.53, 1.99, 1.44, 6.08, repro,
2006-05-26,-6.34, -8.05, 7.08, 1.89, 1.38, 5.84, repro,
2006-05-27,-6.15, -8.29, 8.24, 1.88, 1.38, 5.76, repro,
2006-05-28,-5.52, -7.60, 6.48, 1.87, 1.37, 5.74, repro,
2006-05-29,-5.57, -7.09, 3.57, 1.83, 1.35, 5.63, repro,
2006-05-30,-6.60, -7.48, 2.14, 1.92, 1.4, 5.91, repro,
2006-05-31,-5.58, -8.03, 0.84, 1.96, 1.43, 6.02, repro,
2006-06-01,-6.11, -8.70, 6.41, 1.89, 1.39, 5.82, repro,
2006-06-02,-6.71, -9.84, 8.88, 2.16, 1.55, 6.63, repro,
2006-06-03,-6.09, -8.18, 5.93, 1.93, 1.4, 5.93, repro,
2006-06-04,-5.93, -8.34, 8.52, 2.03, 1.47, 6.26, repro,
2006-06-05,-5.86, -7.42, 6.11, 1.97, 1.44, 6.1, repro,
2006-06-06,-6.60, -7.84, 4.03, 2, 1.45, 6.14, repro,
2006-06-07,-6.08, -7.90, 4.10, 1.96, 1.42, 6.03, repro,
2006-06-08,-5.79, -8.08, 5.42, 1.97, 1.44, 6.04, repro,
2006-06-09,-6.74, -6.62, 1.85, 2.15, 1.57, 6.63, repro,
2006-06-10,-6.04, -7.38, 6.36, 1.97, 1.45, 6.06, repro,
2006-06-11,-6.31, -7.18, 5.94, 1.98, 1.46, 6.11, repro,
2006-06-12,-6.56, -8.76, 7.32, 1.97, 1.45, 6.06, repro,
2006-06-13,-7.28, -7.31, 7.25, 1.91, 1.4, 5.88, repro,
2006-06-14,-6.09, -8.65, 8.86, 1.86, 1.38, 5.73, repro,
2006-06-15,-7.76, -8.82, 6.59, 2.05, 1.5, 6.3, repro,
2006-06-16,-6.83, -8.91, 14.51, 2.14, 1.57, 6.62, repro,
2006-06-17,-7.56, -7.96, 8.68, 1.92, 1.41, 5.92, repro,
2006-06-18,-7.23, -8.22, 7.24, 1.91, 1.43, 5.89, repro,
2006-06-19,-7.10, -7.95, 7.02, 1.95, 1.46, 6.03, repro,
2006-06-20,-6.14, -8.62, 8.31, 1.97, 1.48, 6.09, repro,
2006-06-21,-7.41, -6.98, 5.20, 1.94, 1.47, 6, repro,
2006-06-22,-7.20, -7.09, 4.45, 1.84, 1.39, 5.71, repro,
2006-06-23,-7.07, -7.18, 0.02, 1.93, 1.44, 5.97, repro,
2006-06-24,-6.39, -7.29, 3.40, 1.89, 1.42, 5.87, repro,
2006-06-25,-7.00, -7.98, -1.24, 1.84, 1.39, 5.72, repro,
2006-06-26,-7.33, -8.16, 6.72, 1.9, 1.42, 5.87, repro,
2006-06-27,-7.43, -8.75, 11.80, 2.03, 1.53, 6.29, repro,
2006-06-28,-8.45, -8.65, 12.26, 1.99, 1.48, 6.2, repro,
2006-06-29,-7.37, -8.23, 8.62, 1.97, 1.47, 6.19, repro,
2006-06-30,-7.47, -9.22, 9.07, 2.03, 1.5, 6.41, repro,
2006-07-01,-7.15, -8.93, 11.65, 1.9, 1.42, 5.96, repro,
2006-07-02,-6.68, -8.19, 7.22, 1.84, 1.38, 5.76, repro,
2006-07-03,-7.47, -7.88, 0.13, 2.02, 1.5, 6.31, repro,
2006-07-04,-8.29, -9.40, 6.85, 2.21, 1.63, 6.95, repro,
2006-07-05,-5.89, -8.61, 6.17, 2.05, 1.52, 6.46, repro,
2006-07-06,-5.33, -7.86, 10.94, 1.82, 1.38, 5.76, repro,
2006-07-07,-6.41, -8.23, 4.97, 1.83, 1.37, 5.72, repro,
2006-07-08,-7.55, -7.54, 7.50, 1.86, 1.4, 5.84, repro,
2006-07-09,-7.23, -8.65, 11.75, 1.98, 1.49, 6.24, repro,
2006-07-10,-6.69, -8.26, 9.33, 2.04, 1.54, 6.45, repro,
2006-07-11,-6.60, -8.86, 11.24, 2, 1.51, 6.31, repro,
2006-07-12,-7.06, -7.91, 14.22, 2.04, 1.53, 6.45, repro,
2006-07-13,-7.92, -7.79, 11.00, 2.04, 1.53, 6.46, repro,
2006-07-14,-7.75, -9.00, 12.87, 1.93, 1.47, 6.12, repro,
2006-07-15,-7.19, -8.46, 13.46, 1.8, 1.39, 5.74, repro,
2006-07-16,-6.63, -8.34, 8.32, 1.79, 1.36, 5.69, repro,
2006-07-17,-7.28, -8.72, 11.81, 2.07, 1.57, 6.56, repro,
2006-07-18,-7.59, -8.36, 8.99, 1.68, 1.3, 5.33, repro,
2006-07-19,-6.03, -7.77, 11.04, 1.75, 1.34, 5.52, repro,
2006-07-20,-7.40, -7.59, 8.94, 1.77, 1.35, 5.59, repro,
2006-07-21,-7.58, -8.22, 6.54, 1.84, 1.41, 5.85, repro,
2006-07-22,-7.89, -8.72, 9.84, 1.93, 1.47, 6.12, repro,
2006-07-23,-6.23, -8.52, 11.75, 1.95, 1.49, 6.18, repro,
2006-07-24,-7.95, -8.24, 14.41, 1.96, 1.49, 6.24, repro,
2006-07-25,-8.14, -8.06, 13.45, 1.96, 1.49, 6.2, repro,
2006-07-26,-7.34, -9.08, 12.81, 1.77, 1.37, 5.63, repro,
2006-07-27,-8.08, -9.22, 17.86, 1.88, 1.45, 5.99, repro,
2006-07-28,-6.22, -8.94, 10.06, 1.99, 1.51, 6.31, repro,
2006-07-29,-7.41, -10.16, 11.43, 1.85, 1.42, 5.86, repro,
2006-07-30,-7.65, -8.58, 17.60, 1.78, 1.38, 5.65, repro,
2006-07-31,-7.54, -9.10, 13.25, 1.72, 1.34, 5.47, repro,
2006-08-01,-7.70, -8.95, 14.93, 1.79, 1.38, 5.68, repro,
2006-08-02,-6.75, -9.53, 11.63, 1.79, 1.38, 5.7, repro,
2006-08-03,-7.61, -8.96, 9.94, 1.82, 1.41, 5.77, repro,
2006-08-04,-7.90, -8.63, 9.59, 1.93, 1.48, 6.06, repro,
2006-08-05,-7.97, -8.55, 4.60, 1.88, 1.44, 5.96, repro,
2006-08-06,-7.55, -8.68, 14.80, 2.01, 1.53, 6.41, repro,
2006-08-07,-8.41, -9.77, 18.47, 1.97, 1.52, 6.26, repro,
2006-08-08,-8.10, -8.58, 9.85, 2.32, 1.71, 7.31, repro,
2006-08-09,-8.33, -9.20, 15.88, 1.94, 1.46, 6.1, repro,
2006-08-10,-7.38, -9.15, 7.07, 2.06, 1.54, 6.47, repro,
2006-08-11,-8.98, -8.96, 15.76, 1.76, 1.35, 5.55, repro,
2006-08-12,-7.93, -8.72, 13.65, 1.85, 1.41, 5.82, repro,
2006-08-13,-7.79, -9.75, 15.69, 1.82, 1.39, 5.75, repro,
2006-08-14,-7.82, -9.10, 13.76, 1.96, 1.48, 6.17, repro,
2006-08-15,-8.17, -9.09, 11.11, 2.03, 1.51, 6.23, repro,
2006-08-16,-6.63, -8.99, 15.35, 1.71, 1.31, 5.44, repro,
2006-08-17,-8.30, -8.95, 12.41, 1.71, 1.31, 5.42, repro,
2006-08-18,-7.83, -8.94, 12.77, 1.86, 1.42, 5.89, repro,
2006-08-19,-7.91, -9.03, 13.21, 1.88, 1.42, 5.94, repro,
2006-08-20,-7.73, -9.42, 13.06, 1.84, 1.4, 5.84, repro,
2006-08-21,-8.58, -9.52, 13.55, 1.78, 1.36, 5.63, repro,
2006-08-22,-7.87, -8.26, 16.69, 2.2, 1.65, 7, repro,
2006-08-23,-7.72, -9.14, 18.65, 1.78, 1.39, 5.64, repro,
2006-08-24,-7.72, -9.43, 19.18, 1.85, 1.43, 5.87, repro,
2006-08-25,-8.96, -9.13, 17.74, 1.79, 1.4, 5.7, repro,
2006-08-26,-8.78, -8.83, 14.50, 1.9, 1.49, 6.08, repro,
2006-08-27,-8.10, -9.01, 14.28, 1.78, 1.4, 5.7, repro,
2006-08-28,-8.45, -8.96, 17.25, 1.96, 1.52, 6.26, repro,
