PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P439
Station name, OrcasAirptWA2005
Begin Date, 2005-09-28
End Date, 2018-09-15
Release Date, 2019-07-01
Source file, P439.pbo.nam14.pos
Offset from source file, 9.06 mm North, 42.07 mm East, -9.49 mm Vertical
Reference position, 48.7081923297 North Latitude, -122.9093038229 East Longitude, -13.85953 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-09-28,0.00, 0.00, 0.00, 32.51, 19.44, 70.05, repro,
2005-09-29,-13.99, 3.20, 4.56, 1.93, 1.38, 5.82, repro,
2005-09-30,-13.68, 3.20, 11.12, 2.33, 1.63, 7.16, repro,
2005-10-01,-13.34, 4.90, 4.99, 1.8, 1.37, 5.62, repro,
2005-10-02,-15.88, 4.86, -1.02, 1.96, 1.45, 6.11, repro,
2005-10-03,-13.93, 5.53, -0.17, 1.93, 1.44, 5.92, repro,
2005-10-04,-12.92, 6.27, -4.39, 1.74, 1.27, 5.39, repro,
2005-10-05,-13.88, 5.52, 0.83, 1.84, 1.36, 5.73, repro,
2005-10-06,-13.54, 5.38, -0.95, 1.93, 1.41, 5.92, repro,
2005-10-07,-12.44, 6.23, 2.03, 2.04, 1.49, 6.31, repro,
2005-10-08,-14.09, 5.09, 3.56, 1.89, 1.37, 5.83, repro,
2005-10-09,-14.24, 2.82, 4.52, 1.84, 1.37, 5.65, repro,
2005-10-10,-15.06, 3.65, 1.42, 2.17, 1.57, 6.69, repro,
2005-10-11,-13.42, 6.56, -1.20, 1.79, 1.31, 5.5, repro,
2005-10-12,-13.04, 5.87, -1.73, 2.12, 1.58, 6.53, repro,
2005-10-13,-15.49, 5.53, 0.08, 2.36, 1.73, 7.36, repro,
2005-10-14,-14.17, 5.50, -0.35, 1.97, 1.41, 6.06, repro,
2005-10-15,-14.12, 6.53, 3.00, 2.04, 1.49, 6.17, repro,
2005-10-16,-13.04, 6.57, 0.38, 2.13, 1.55, 6.57, repro,
2005-10-17,-13.87, 6.43, 1.79, 2.17, 1.54, 6.59, repro,
2005-10-18,-12.57, 6.70, 0.30, 2.4, 1.75, 7.4, repro,
2005-10-19,-13.19, 6.65, 1.50, 1.8, 1.31, 5.57, repro,
2005-10-20,-12.62, 7.10, -4.51, 2.07, 1.45, 6.24, repro,
2005-10-21,-13.60, 6.65, -0.44, 2.05, 1.5, 6.38, repro,
2005-10-22,-13.55, 5.35, 0.52, 1.8, 1.33, 5.61, repro,
2005-10-23,-12.27, 5.97, 1.16, 2.11, 1.59, 6.47, repro,
2005-10-24,-11.74, 7.15, -4.15, 1.9, 1.38, 5.88, repro,
2005-10-25,-12.17, 5.56, -1.60, 2.12, 1.58, 6.56, repro,
2005-10-26,-11.86, 6.42, -3.33, 2.21, 1.62, 6.73, repro,
2005-10-27,-12.33, 5.92, -3.14, 1.87, 1.38, 5.71, repro,
2005-10-28,-15.34, 7.26, 1.98, 2.26, 1.63, 7.04, repro,
2005-10-29,-12.72, 6.54, 9.10, 1.93, 1.37, 5.91, repro,
2005-10-30,-12.89, 6.31, -4.70, 1.84, 1.33, 5.69, repro,
2005-10-31,-12.86, 5.34, -1.26, 1.99, 1.49, 6.14, repro,
2005-11-01,-13.34, 5.68, -3.26, 1.93, 1.5, 6.11, repro,
2005-11-02,-11.09, 6.72, 1.32, 2.07, 1.58, 6.46, repro,
2005-11-03,-13.68, 8.19, -3.13, 2.08, 1.55, 6.49, repro,
2005-11-04,-13.55, 6.41, -1.45, 1.73, 1.35, 5.39, repro,
2005-11-05,-12.54, 6.54, -2.89, 2.09, 1.6, 6.59, repro,
2005-11-06,-11.21, 7.38, -3.89, 2.05, 1.52, 6.34, repro,
2005-11-07,-11.48, 7.11, -6.45, 2.08, 1.53, 6.41, repro,
2005-11-08,-12.69, 7.44, -3.60, 1.91, 1.49, 6.04, repro,
2005-11-09,-13.74, 8.27, -9.17, 2.07, 1.55, 6.39, repro,
2005-11-10,-14.26, 9.03, -2.39, 2.56, 1.89, 7.99, repro,
2005-11-11,-12.76, 5.86, -0.39, 1.68, 1.22, 5.08, repro,
2005-11-12,-11.79, 7.72, 2.51, 2.1, 1.55, 6.44, repro,
2005-11-13,-12.65, 7.07, -4.49, 1.93, 1.46, 6.06, repro,
2005-11-14,-12.91, 7.41, -10.43, 2.03, 1.47, 6.32, repro,
2005-11-15,-12.39, 7.61, -15.63, 1.51, 1.09, 4.65, repro,
2005-11-16,-12.17, 7.10, -15.52, 1.99, 1.49, 6.14, repro,
2005-11-17,-13.00, 7.26, -10.78, 1.89, 1.33, 5.72, repro,
2005-11-18,-13.01, 7.50, -9.12, 1.9, 1.32, 5.76, repro,
2005-11-19,-12.69, 7.90, -12.25, 1.84, 1.3, 5.62, repro,
2005-11-20,-12.42, 7.59, -11.64, 1.88, 1.3, 5.67, repro,
2005-11-21,-12.24, 7.77, -9.94, 1.38, 1.01, 4.46, repro,
2005-11-22,-13.13, 8.27, -5.32, 1.86, 1.34, 5.74, repro,
2005-11-23,-12.49, 7.18, -2.71, 1.85, 1.3, 5.74, repro,
2005-11-24,-13.19, 7.14, 0.04, 1.95, 1.39, 6.08, repro,
2005-11-25,-12.62, 7.35, 2.87, 1.96, 1.42, 6.06, repro,
2005-11-26,-12.80, 7.19, 1.70, 2.05, 1.5, 6.41, repro,
2005-11-27,-12.23, 7.22, -4.07, 2.08, 1.45, 6.3, repro,
2005-11-28,-10.77, 6.53, -9.39, 1.43, 1.07, 4.41, repro,
2005-11-29,-10.35, 4.54, -9.11, 1.59, 1.19, 4.95, repro,
2005-11-30,-11.75, 7.38, -8.41, 1.89, 1.33, 5.88, repro,
2005-12-01,-11.14, 6.27, -11.09, 1.86, 1.36, 5.82, repro,
2005-12-02,-11.77, 6.72, -0.44, 1.79, 1.24, 5.48, repro,
2005-12-03,-12.15, 7.82, -1.79, 1.9, 1.35, 5.81, repro,
2005-12-04,-11.88, 8.25, -9.66, 1.85, 1.32, 5.62, repro,
2005-12-05,-11.38, 8.16, -14.46, 1.84, 1.38, 5.74, repro,
2005-12-06,-11.31, 8.67, -12.80, 1.87, 1.25, 5.6, repro,
2005-12-07,-11.94, 8.17, -10.97, 1.79, 1.29, 5.44, repro,
2005-12-08,-12.52, 8.91, -5.92, 1.83, 1.27, 5.56, repro,
2005-12-09,-13.33, 7.73, -5.89, 2.04, 1.42, 6.25, repro,
2005-12-10,-12.96, 8.26, -7.31, 1.9, 1.33, 5.96, repro,
2005-12-11,-11.58, 8.43, -10.98, 1.76, 1.28, 5.48, repro,
2005-12-12,-13.51, 8.48, -6.65, 1.99, 1.4, 6.06, repro,
2005-12-13,-11.55, 8.05, -6.99, 1.89, 1.3, 5.77, repro,
2005-12-14,-12.00, 8.22, -13.54, 1.35, 0.99, 4.31, repro,
2005-12-15,-12.49, 8.67, -11.85, 1.81, 1.28, 5.63, repro,
2005-12-16,-12.08, 8.53, -6.55, 1.38, 1.02, 4.38, repro,
2005-12-17,-12.27, 8.09, -7.98, 1.44, 0.97, 4.27, repro,
2005-12-18,-11.89, 8.21, -7.44, 1.79, 1.3, 5.49, repro,
2005-12-19,-13.76, 7.81, -6.01, 1.56, 1.14, 4.8, repro,
2005-12-20,-12.24, 8.63, -6.98, 1.59, 1.21, 4.99, repro,
2005-12-21,-14.10, 8.42, -4.74, 1.72, 1.27, 5.32, repro,
2005-12-22,-11.12, 8.91, -5.22, 2.12, 1.58, 6.7, repro,
2005-12-23,-14.06, 6.13, -4.43, 2.14, 1.59, 6.6, repro,
2005-12-24,-13.38, 6.97, -10.82, 1.68, 1.19, 5.2, repro,
2005-12-25,-12.35, 7.87, -5.02, 2.35, 1.65, 7.32, repro,
2005-12-26,-13.87, 7.72, -5.13, 2.02, 1.45, 6.33, repro,
2005-12-27,-13.45, 9.29, -9.17, 2.33, 1.65, 7.1, repro,
2005-12-28,-12.88, 7.79, -10.33, 2.09, 1.47, 6.35, repro,
2005-12-29,-11.25, 8.40, -8.71, 2.12, 1.57, 6.7, repro,
2005-12-30,-13.54, 8.56, -4.51, 2.16, 1.53, 6.76, repro,
2005-12-31,-11.82, 7.60, 4.08, 2.1, 1.49, 6.64, repro,
2006-01-01,-11.55, 9.74, -5.34, 2.24, 1.6, 6.9, repro,
2006-01-02,-10.69, 8.09, -1.46, 2.03, 1.42, 6.16, repro,
2006-01-03,-13.40, 8.58, -10.93, 2.09, 1.53, 6.44, repro,
2006-01-04,-11.20, 8.44, -9.74, 1.63, 1.17, 5.07, repro,
2006-01-05,-12.35, 8.38, -15.67, 1.79, 1.38, 5.62, repro,
2006-01-06,-12.58, 8.67, -12.11, 2.31, 1.66, 7.16, repro,
2006-01-07,-11.62, 7.92, -4.27, 1.89, 1.4, 5.9, repro,
2006-01-08,-11.75, 8.48, -6.95, 2.07, 1.55, 6.39, repro,
2006-01-09,-13.09, 9.31, -9.46, 1.51, 1.17, 4.82, repro,
2006-01-10,-11.09, 8.40, -5.22, 2.23, 1.64, 7.06, repro,
2006-01-11,-9.93, 6.93, -3.08, 2.18, 1.57, 6.69, repro,
2006-01-12,-11.41, 8.65, -8.06, 2.01, 1.43, 6.16, repro,
2006-01-13,-11.73, 10.00, -9.19, 1.95, 1.37, 5.99, repro,
2006-01-14,-9.74, 8.76, -9.78, 1.98, 1.38, 5.98, repro,
2006-01-15,-10.83, 8.82, -10.68, 1.99, 1.43, 6.13, repro,
2006-01-16,-10.97, 8.45, -12.92, 2.02, 1.46, 6.22, repro,
2006-01-17,-13.37, 9.27, -5.89, 2.35, 1.71, 7.26, repro,
2006-01-18,-11.34, 8.73, -4.73, 1.86, 1.31, 5.66, repro,
2006-01-19,-11.71, 9.81, -9.64, 1.9, 1.34, 5.82, repro,
2006-01-20,-11.50, 9.19, -11.53, 1.99, 1.45, 6.12, repro,
2006-01-21,-10.99, 9.74, -12.34, 1.84, 1.38, 5.71, repro,
2006-01-22,-11.37, 9.67, -13.97, 1.9, 1.35, 5.84, repro,
2006-01-23,-11.11, 9.37, -12.80, 1.49, 1.07, 4.69, repro,
2006-01-24,-11.62, 9.79, -13.33, 1.96, 1.42, 6.05, repro,
2006-01-25,-12.32, 8.86, -10.90, 1.94, 1.38, 6.06, repro,
2006-01-26,-11.77, 10.27, -10.73, 1.91, 1.41, 6.01, repro,
2006-01-27,-11.25, 9.85, -13.23, 1.88, 1.37, 5.9, repro,
2006-01-28,-11.37, 8.76, -10.90, 1.96, 1.42, 6.09, repro,
2006-01-29,-12.34, 10.05, -12.29, 2.04, 1.46, 6.29, repro,
2006-01-30,-12.67, 9.62, -9.15, 1.94, 1.38, 6.03, repro,
2006-01-31,-12.70, 9.25, -4.22, 2, 1.5, 6.36, repro,
2006-02-01,-11.67, 9.76, -6.69, 2.2, 1.57, 6.87, repro,
2006-02-02,-11.21, 10.14, -6.80, 1.96, 1.46, 6.18, repro,
2006-02-03,-12.51, 9.31, -10.97, 1.99, 1.44, 6.19, repro,
2006-02-04,-13.64, 9.80, -15.30, 2.28, 1.64, 7.18, repro,
2006-02-05,-12.32, 9.81, -15.82, 1.87, 1.34, 5.81, repro,
2006-02-06,-12.18, 10.80, -16.19, 1.88, 1.33, 5.81, repro,
2006-02-07,-11.62, 10.54, -21.65, 1.91, 1.38, 5.85, repro,
2006-02-08,-10.99, 9.41, -23.13, 2.12, 1.49, 6.51, repro,
2006-02-09,-12.20, 10.29, -19.73, 1.95, 1.37, 5.82, repro,
2006-02-10,-11.87, 10.18, -21.48, 1.69, 1.25, 5.31, repro,
2006-02-11,-12.08, 9.79, -19.60, 1.82, 1.33, 5.68, repro,
2006-02-12,-11.76, 10.12, -19.87, 1.93, 1.43, 6, repro,
2006-02-13,-12.00, 10.10, -14.73, 1.95, 1.35, 5.97, repro,
2006-02-14,-10.12, 10.17, -12.84, 1.88, 1.3, 5.7, repro,
2006-02-15,-12.14, 10.07, -11.38, 1.83, 1.27, 5.61, repro,
2006-02-16,-11.58, 10.53, -16.96, 1.74, 1.27, 5.36, repro,
2006-02-17,-10.59, 11.11, -19.13, 1.81, 1.32, 5.65, repro,
2006-02-18,-11.32, 10.16, -16.25, 1.41, 1.02, 4.44, repro,
2006-02-19,-11.14, 10.38, -12.76, 1.82, 1.28, 5.53, repro,
2006-02-20,-10.45, 9.91, -13.18, 1.83, 1.27, 5.6, repro,
2006-02-21,-11.22, 10.21, -12.49, 1.88, 1.34, 5.72, repro,
2006-02-22,-10.73, 9.59, -9.52, 1.86, 1.36, 5.72, repro,
2006-02-23,-11.16, 10.53, -14.14, 1.94, 1.32, 5.84, repro,
2006-02-24,-10.19, 10.49, -14.57, 1.85, 1.32, 5.76, repro,
2006-02-25,-9.81, 10.54, -16.55, 1.88, 1.4, 5.84, repro,
2006-02-26,-10.34, 10.47, -12.22, 1.87, 1.32, 5.81, repro,
2006-02-27,-10.56, 10.66, -3.86, 2.11, 1.49, 6.5, repro,
2006-02-28,-11.84, 10.14, -2.13, 1.96, 1.4, 5.97, repro,
2006-03-01,-10.82, 11.86, -14.02, 2.03, 1.43, 6.17, repro,
2006-03-02,-10.94, 11.73, -14.92, 1.91, 1.33, 5.83, repro,
2006-03-03,-9.55, 10.00, -13.14, 2.05, 1.37, 6.07, repro,
2006-03-04,-10.55, 8.72, -10.47, 1.91, 1.43, 5.83, repro,
2006-03-05,-10.54, 10.90, -15.91, 1.93, 1.43, 5.83, repro,
2006-03-06,-10.13, 11.48, -17.07, 2.03, 1.44, 6.2, repro,
2006-03-07,-11.02, 10.23, -7.21, 1.91, 1.42, 5.99, repro,
2006-03-08,-10.22, 10.06, -11.68, 1.96, 1.4, 6.03, repro,
2006-03-09,-8.94, 9.17, -1.73, 2, 1.4, 6.1, repro,
2006-03-10,-10.13, 9.42, -8.06, 1.86, 1.36, 5.74, repro,
2006-03-11,-9.98, 9.36, -6.96, 1.91, 1.28, 5.79, repro,
2006-03-12,-10.29, 9.96, -10.44, 1.87, 1.35, 5.71, repro,
2006-03-13,-11.06, 9.82, -9.18, 1.95, 1.46, 5.89, repro,
2006-03-14,-9.05, 10.81, -11.05, 1.96, 1.42, 5.99, repro,
2006-03-15,-9.47, 11.25, -9.41, 2.05, 1.51, 6.24, repro,
2006-03-16,-10.26, 11.85, -15.51, 2.02, 1.41, 6.23, repro,
2006-03-17,-9.61, 9.59, -12.99, 1.95, 1.48, 6.05, repro,
2006-03-18,-9.09, 10.20, -14.25, 1.8, 1.31, 5.61, repro,
2006-03-19,-9.55, 11.13, -17.29, 1.92, 1.37, 5.88, repro,
2006-03-20,-10.43, 10.09, -12.51, 1.81, 1.4, 5.61, repro,
2006-03-21,-10.22, 10.16, -11.97, 1.92, 1.38, 5.94, repro,
2006-03-22,-11.79, 12.24, -17.55, 2.04, 1.53, 6.42, repro,
2006-03-23,-12.30, 12.31, -26.06, 1.87, 1.42, 5.77, repro,
2006-03-24,-10.34, 10.98, -16.67, 1.68, 1.3, 5.27, repro,
2006-03-25,-11.04, 10.82, -9.79, 1.47, 1.14, 4.56, repro,
2006-03-26,-10.62, 11.05, -5.56, 1.56, 1.21, 4.75, repro,
2006-03-27,-11.44, 10.52, -6.95, 1.37, 1.11, 4.48, repro,
2006-03-28,-10.14, 10.54, -7.66, 1.46, 1.15, 4.57, repro,
2006-03-29,-10.33, 10.58, -7.13, 1.41, 1.08, 4.35, repro,
2006-03-30,-10.15, 10.26, -6.43, 1.37, 1.08, 4.37, repro,
2006-03-31,-10.66, 10.18, -8.11, 1.42, 0.99, 4.32, repro,
2006-04-01,-10.74, 10.24, -7.34, 1.35, 1.09, 4.29, repro,
2006-04-02,-11.20, 10.58, -14.51, 1.42, 1.16, 4.57, repro,
2006-04-03,-10.72, 10.77, -10.10, 1.39, 1.08, 4.35, repro,
2006-04-04,-10.92, 11.27, -12.61, 1.48, 1.08, 4.63, repro,
2006-04-05,-9.94, 10.98, -9.42, 1.41, 1.16, 4.51, repro,
2006-04-06,-11.12, 9.83, -9.16, 1.43, 1.11, 4.47, repro,
2006-04-07,-10.67, 10.77, -13.23, 1.44, 1.11, 4.43, repro,
2006-04-08,-10.68, 10.52, -8.33, 1.35, 1.03, 4.19, repro,
2006-04-09,-10.09, 11.23, -10.07, 1.32, 1.04, 4.23, repro,
2006-04-10,-10.46, 10.96, -7.69, 1.37, 1.02, 4.29, repro,
2006-04-11,-10.46, 11.56, -9.18, 1.41, 1.12, 4.38, repro,
2006-04-12,-10.79, 10.38, -6.97, 1.51, 1.15, 4.71, repro,
2006-04-13,-9.61, 10.87, -5.33, 1.35, 1.1, 4.35, repro,
2006-04-14,-11.59, 9.84, -2.12, 1.46, 1.13, 4.54, repro,
2006-04-15,-10.56, 10.80, -2.01, 1.42, 1.19, 4.63, repro,
2006-04-16,-9.55, 11.34, -9.21, 1.53, 1.16, 4.76, repro,
2006-04-17,-10.22, 10.87, -9.32, 1.31, 1.11, 4.31, repro,
2006-04-18,-11.21, 10.18, -9.40, 1.42, 1.12, 4.49, repro,
2006-04-19,-9.59, 11.04, -12.20, 1.44, 1.11, 4.48, repro,
2006-04-20,-9.53, 11.01, -9.34, 1.37, 1.05, 4.35, repro,
2006-04-21,-10.15, 11.68, -8.77, 1.35, 1.13, 4.49, repro,
2006-04-22,-9.38, 12.19, -12.13, 1.32, 1.13, 4.4, repro,
2006-04-23,-8.94, 11.78, -12.49, 1.3, 1.02, 4.15, repro,
2006-04-24,-9.41, 11.88, -11.14, 1.32, 1, 4.11, repro,
2006-04-25,-9.63, 11.82, -10.33, 1.37, 1.07, 4.28, repro,
2006-04-26,-9.49, 12.92, -4.54, 1.49, 1.07, 4.72, repro,
2006-04-27,-9.08, 11.68, -13.53, 1.44, 1.08, 4.45, repro,
2006-04-28,-8.87, 12.18, -13.19, 1.36, 1.03, 4.36, repro,
2006-04-29,-8.97, 10.98, -9.40, 1.45, 1.13, 4.61, repro,
2006-04-30,-9.18, 11.60, -12.77, 1.49, 1.05, 4.55, repro,
2006-05-01,-9.38, 12.10, -11.46, 1.43, 1.06, 4.57, repro,
2006-05-02,-9.17, 12.30, -13.60, 1.46, 1.12, 4.7, repro,
2006-05-03,-9.63, 11.53, -12.32, 1.31, 1, 4.3, repro,
2006-05-04,-9.64, 11.56, -10.96, 1.29, 1.09, 4.21, repro,
2006-05-05,-9.64, 11.51, -8.64, 1.33, 1.01, 4.17, repro,
2006-05-06,-9.87, 11.17, -4.51, 1.49, 1.08, 4.72, repro,
2006-05-07,-9.59, 11.24, -4.13, 1.53, 1.23, 4.87, repro,
2006-05-08,-9.99, 12.19, -7.90, 1.51, 1.12, 4.66, repro,
2006-05-09,-9.53, 11.61, -10.81, 1.39, 0.98, 4.24, repro,
2006-05-10,-9.44, 11.62, -10.56, 1.48, 1.12, 4.65, repro,
2006-05-11,-9.23, 12.97, -12.14, 1.53, 1.16, 4.83, repro,
2006-05-12,-10.10, 10.82, -4.68, 1.51, 1.15, 4.72, repro,
2006-05-13,-9.29, 12.40, -13.89, 1.37, 1.12, 4.31, repro,
2006-05-14,-8.82, 12.37, -13.71, 1.87, 1.36, 5.78, repro,
2006-05-15,-8.98, 12.00, -10.69, 1.84, 1.35, 5.81, repro,
2006-05-16,-8.67, 11.53, -10.61, 1.83, 1.34, 5.82, repro,
2006-05-17,-8.90, 11.70, -7.24, 1.43, 1.07, 4.45, repro,
2006-05-18,-9.19, 11.67, -8.12, 1.81, 1.35, 5.62, repro,
2006-05-19,-9.28, 11.39, -6.11, 2.04, 1.45, 6.29, repro,
2006-05-20,-8.19, 10.45, -4.96, 1.95, 1.45, 6.08, repro,
2006-05-21,-10.57, 12.49, -2.09, 1.95, 1.46, 6.13, repro,
2006-05-22,-10.38, 10.47, 3.55, 2.07, 1.5, 6.41, repro,
2006-05-23,-9.63, 11.23, -6.01, 2.15, 1.56, 6.66, repro,
2006-05-24,-9.19, 10.82, -6.10, 2.11, 1.52, 6.43, repro,
2006-05-25,-9.04, 10.33, -4.68, 1.94, 1.43, 5.91, repro,
2006-05-26,-9.33, 11.56, -5.76, 1.86, 1.41, 5.89, repro,
2006-05-27,-9.36, 11.64, -3.68, 1.84, 1.37, 5.7, repro,
2006-05-28,-8.82, 11.93, -2.70, 1.86, 1.39, 5.72, repro,
2006-05-29,-9.01, 12.43, -8.48, 1.82, 1.32, 5.61, repro,
2006-05-30,-10.13, 12.11, -12.55, 1.91, 1.4, 5.9, repro,
2006-05-31,-9.13, 11.72, -11.91, 1.95, 1.41, 6.05, repro,
2006-06-01,-9.42, 10.96, -8.50, 1.91, 1.41, 5.92, repro,
2006-06-02,-9.97, 9.87, -4.71, 2.16, 1.54, 6.65, repro,
2006-06-03,-9.25, 11.97, -6.26, 2.06, 1.5, 6.28, repro,
2006-06-04,-9.56, 11.87, -4.78, 2, 1.42, 6.19, repro,
2006-06-05,-9.23, 12.50, -5.65, 1.95, 1.43, 6.11, repro,
2006-06-06,-10.18, 12.05, -6.52, 1.97, 1.42, 6.17, repro,
2006-06-07,-9.50, 12.20, -8.04, 1.93, 1.46, 6.08, repro,
2006-06-08,-9.12, 11.97, -6.95, 1.29, 0.99, 4, repro,
2006-06-09,-9.80, 14.09, -9.90, 1.52, 1.06, 4.59, repro,
2006-06-10,-9.74, 12.88, -5.28, 1.28, 0.96, 3.98, repro,
2006-06-11,-9.74, 13.38, -6.25, 1.3, 1.04, 4.16, repro,
2006-06-12,-9.95, 11.92, -3.44, 1.56, 1.14, 4.8, repro,
2006-06-13,-10.49, 12.82, -3.41, 1.93, 1.43, 5.97, repro,
2006-06-14,-9.39, 11.51, -2.73, 1.39, 1.05, 4.39, repro,
2006-06-15,-9.99, 11.43, -6.91, 2.01, 1.44, 6.17, repro,
2006-06-16,-9.72, 11.25, 0.38, 2.03, 1.48, 6.35, repro,
2006-06-17,-10.27, 12.69, -1.65, 1.89, 1.42, 5.88, repro,
2006-06-18,-10.71, 12.25, -0.22, 1.88, 1.41, 5.93, repro,
2006-06-19,-9.58, 12.25, -5.49, 1.95, 1.43, 6, repro,
2006-06-20,-8.49, 11.81, -3.58, 1.91, 1.4, 6.01, repro,
2006-06-21,-9.80, 13.22, -2.66, 1.9, 1.45, 5.89, repro,
2006-06-22,-9.72, 13.17, -5.70, 1.83, 1.38, 5.75, repro,
2006-06-23,-9.46, 13.51, -8.10, 1.89, 1.43, 5.92, repro,
2006-06-24,-8.92, 13.28, -7.05, 1.91, 1.44, 5.92, repro,
2006-06-25,-9.41, 12.77, -11.97, 1.84, 1.36, 5.78, repro,
2006-06-26,-9.65, 12.65, -5.42, 1.87, 1.42, 5.87, repro,
2006-06-27,-9.98, 11.92, 0.79, 1.32, 1.04, 4.18, repro,
2006-06-28,-11.22, 12.33, 1.04, 1.99, 1.49, 6.3, repro,
2006-06-29,-9.38, 12.36, -3.96, 1.99, 1.46, 6.23, repro,
2006-06-30,-10.33, 11.94, -1.12, 1.61, 1.17, 5.08, repro,
2006-07-01,-9.71, 11.84, 1.08, 1.9, 1.45, 6.08, repro,
2006-07-02,-8.91, 12.41, -4.58, 1.4, 1.01, 4.38, repro,
2006-07-03,-9.45, 13.11, -12.09, 1.99, 1.52, 6.32, repro,
2006-07-04,-10.20, 11.25, -4.63, 2.19, 1.63, 7.01, repro,
2006-07-05,-7.70, 12.38, -3.61, 2.06, 1.54, 6.52, repro,
2006-07-06,-7.26, 13.37, -2.96, 1.93, 1.45, 6.16, repro,
2006-07-07,-8.32, 13.20, -7.60, 1.69, 1.25, 5.42, repro,
2006-07-08,-9.35, 13.77, -5.67, 1.75, 1.36, 5.72, repro,
2006-07-09,-9.80, 12.67, 1.27, 1.46, 1.22, 4.79, repro,
2006-07-10,-9.02, 13.20, -2.75, 2.06, 1.57, 6.55, repro,
2006-07-11,-9.12, 12.54, -1.40, 2.02, 1.51, 6.44, repro,
2006-07-12,-8.64, 13.91, 1.34, 2.04, 1.51, 6.48, repro,
2006-07-13,-9.84, 14.08, -0.09, 2.05, 1.51, 6.43, repro,
2006-07-14,-9.76, 12.98, -0.08, 1.94, 1.48, 6.15, repro,
2006-07-15,-9.12, 13.35, 0.60, 1.79, 1.35, 5.76, repro,
2006-07-16,-8.79, 13.19, -3.87, 1.78, 1.37, 5.69, repro,
2006-07-17,-9.41, 13.23, 0.13, 2.12, 1.6, 6.67, repro,
2006-07-18,-9.28, 13.16, -3.02, 1.69, 1.24, 5.34, repro,
2006-07-19,-7.83, 13.79, -3.14, 1.72, 1.33, 5.56, repro,
2006-07-20,-9.17, 14.12, -3.05, 1.74, 1.38, 5.62, repro,
2006-07-21,-9.41, 13.52, -5.66, 1.85, 1.42, 5.9, repro,
2006-07-22,-9.72, 13.32, -3.34, 1.91, 1.46, 6.15, repro,
2006-07-23,-7.90, 13.46, -1.59, 1.96, 1.48, 6.19, repro,
2006-07-24,-9.67, 13.28, 4.11, 1.96, 1.54, 6.26, repro,
2006-07-25,-9.70, 13.87, 2.30, 1.98, 1.52, 6.31, repro,
2006-07-26,-9.20, 12.90, -1.12, 1.69, 1.34, 5.46, repro,
2006-07-27,-9.93, 12.79, 3.15, 1.88, 1.45, 6.02, repro,
2006-07-28,-7.95, 13.14, -1.89, 1.98, 1.53, 6.32, repro,
2006-07-29,-8.46, 12.18, -1.26, 1.81, 1.37, 5.87, repro,
2006-07-30,-9.23, 13.43, 5.48, 1.76, 1.39, 5.71, repro,
2006-07-31,-8.70, 13.00, 3.73, 1.7, 1.31, 5.41, repro,
2006-08-01,-9.03, 13.19, 4.01, 1.77, 1.38, 5.67, repro,
2006-08-02,-8.35, 13.05, -0.69, 1.8, 1.33, 5.66, repro,
2006-08-03,-9.06, 13.13, -1.59, 1.83, 1.39, 5.77, repro,
2006-08-04,-8.98, 13.53, -1.12, 1.96, 1.47, 6.14, repro,
2006-08-05,-9.43, 13.65, -5.77, 1.89, 1.43, 6.07, repro,
2006-08-06,-8.61, 13.83, 0.42, 1.97, 1.48, 6.43, repro,
2006-08-07,-9.46, 12.81, 5.74, 1.98, 1.55, 6.34, repro,
2006-08-08,-9.56, 13.73, -4.45, 2.33, 1.77, 7.37, repro,
2006-08-09,-9.57, 13.51, 2.69, 1.93, 1.48, 6.14, repro,
2006-08-10,-8.02, 13.68, -4.38, 2.07, 1.52, 6.51, repro,
2006-08-11,-10.22, 13.77, 3.60, 1.73, 1.37, 5.59, repro,
2006-08-12,-9.18, 13.81, 1.79, 1.86, 1.4, 5.87, repro,
2006-08-13,-9.21, 12.98, 1.32, 1.8, 1.4, 5.81, repro,
2006-08-14,-9.15, 13.36, -0.35, 1.98, 1.51, 6.29, repro,
2006-08-15,-9.12, 13.08, 0.44, 2.02, 1.5, 6.27, repro,
2006-08-16,-7.81, 13.77, 4.43, 1.85, 1.38, 5.71, repro,
2006-08-17,-8.92, 13.76, -0.89, 1.74, 1.26, 5.39, repro,
2006-08-18,-9.05, 14.03, 0.81, 1.87, 1.39, 5.9, repro,
2006-08-19,-8.75, 13.59, -1.53, 1.92, 1.47, 6.14, repro,
2006-08-20,-9.18, 13.65, 0.83, 1.79, 1.39, 5.75, repro,
2006-08-21,-9.51, 13.66, 1.56, 1.77, 1.32, 5.67, repro,
2006-08-22,-9.46, 14.85, 5.90, 2.16, 1.62, 6.93, repro,
2006-08-23,-8.60, 13.76, 6.56, 1.79, 1.38, 5.65, repro,
2006-08-24,-8.76, 13.72, 6.71, 1.87, 1.43, 5.93, repro,
2006-08-25,-9.77, 13.66, 6.97, 1.75, 1.38, 5.64, repro,
2006-08-26,-9.36, 14.12, 1.96, 1.88, 1.44, 5.98, repro,
2006-08-27,-8.41, 13.73, 3.22, 1.79, 1.36, 5.7, repro,
2006-08-28,-8.30, 13.97, 3.06, 1.98, 1.52, 6.35, repro,
