PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P439
Station name, OrcasAirptWA2005
Begin Date, 2005-09-28
End Date, 2018-09-15
Release Date, 2019-07-01
Source file, P439.pbo.nam14.pos
Offset from source file, 9.06 mm North, 42.07 mm East, -9.49 mm Vertical
Reference position, 48.7081923297 North Latitude, -122.9093038229 East Longitude, -13.85953 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-10-27,8.30, 37.60, -5.39, 1.86, 1.32, 5.82, repro,
2011-10-28,8.87, 38.67, -2.03, 2.04, 1.46, 6.49, repro,
2011-10-29,7.98, 38.86, -4.12, 1.85, 1.37, 5.86, repro,
2011-10-30,7.85, 38.21, -7.78, 2.48, 1.77, 7.74, repro,
2011-10-31,8.19, 37.23, -6.07, 1.93, 1.44, 6.13, repro,
2011-11-01,9.56, 38.05, -2.66, 1.84, 1.38, 5.81, repro,
2011-11-02,8.20, 36.63, -6.88, 1.94, 1.52, 6.26, repro,
2011-11-03,8.02, 38.00, -5.38, 1.99, 1.46, 6.29, repro,
2011-11-04,8.35, 38.16, -1.54, 1.81, 1.33, 5.72, repro,
2011-11-05,9.72, 37.19, 1.96, 1.78, 1.41, 5.75, repro,
2011-11-06,8.48, 37.36, -0.27, 1.8, 1.32, 5.71, repro,
2011-11-07,8.40, 37.63, -6.99, 1.75, 1.32, 5.67, repro,
2011-11-08,9.67, 38.27, -9.22, 1.85, 1.4, 5.89, repro,
2011-11-09,8.98, 36.44, -8.98, 1.9, 1.42, 6.01, repro,
2011-11-10,7.83, 38.33, -7.18, 1.9, 1.44, 6.04, repro,
2011-11-11,7.41, 37.37, 3.80, 2.02, 1.48, 6.38, repro,
2011-11-12,7.14, 37.83, 4.40, 1.94, 1.35, 6.03, repro,
2011-11-13,10.30, 37.78, 6.22, 1.86, 1.39, 5.87, repro,
2011-11-14,9.37, 37.45, 0.78, 2.02, 1.46, 6.26, repro,
2011-11-15,9.06, 37.77, -6.70, 1.85, 1.35, 5.77, repro,
2011-11-16,7.77, 38.34, -5.67, 1.9, 1.4, 5.95, repro,
2011-11-17,8.18, 38.27, -3.81, 2.29, 1.69, 7.16, repro,
2011-11-18,8.65, 37.95, -6.04, 1.95, 1.42, 6.12, repro,
2011-11-19,9.10, 37.68, -5.45, 1.85, 1.41, 5.8, repro,
2011-11-20,8.52, 38.96, -4.86, 1.8, 1.33, 5.66, repro,
2011-11-21,8.11, 38.89, -6.32, 2, 1.42, 6.23, repro,
2011-11-22,7.51, 40.50, -3.79, 2.03, 1.49, 6.35, repro,
2011-11-23,7.89, 37.89, -6.38, 1.95, 1.41, 5.96, repro,
2011-11-24,7.90, 38.91, -8.99, 2.01, 1.45, 6.21, repro,
2011-11-25,9.08, 38.59, -5.59, 2.03, 1.48, 6.32, repro,
2011-11-26,7.00, 39.42, -8.86, 2.01, 1.46, 6.24, repro,
2011-11-27,8.22, 39.29, -5.48, 2.06, 1.45, 6.42, repro,
2011-11-28,7.81, 38.78, -15.50, 1.93, 1.45, 6.12, repro,
2011-11-29,7.66, 39.50, -10.59, 1.92, 1.4, 5.98, repro,
2011-11-30,8.52, 39.52, -8.81, 1.92, 1.37, 6, repro,
2011-12-01,8.72, 40.14, -24.55, 1.83, 1.36, 5.87, repro,
2011-12-02,9.42, 39.07, -7.34, 2.06, 1.54, 6.56, repro,
2011-12-03,9.08, 39.27, -15.24, 1.86, 1.38, 5.84, repro,
2011-12-04,9.39, 39.62, -15.34, 1.85, 1.34, 5.87, repro,
2011-12-05,9.04, 38.88, -16.62, 1.89, 1.4, 6.05, repro,
2011-12-06,9.32, 38.88, -12.81, 1.88, 1.42, 6.02, repro,
2011-12-07,8.77, 39.35, -10.38, 1.87, 1.39, 5.95, repro,
2011-12-08,9.01, 40.03, -8.46, 1.79, 1.3, 5.76, repro,
2011-12-09,8.70, 40.22, -11.42, 1.78, 1.31, 5.66, repro,
2011-12-10,8.77, 39.66, -10.40, 1.83, 1.39, 5.91, repro,
2011-12-11,9.12, 39.49, -6.08, 1.81, 1.38, 5.83, repro,
2011-12-12,8.28, 40.47, -10.27, 1.8, 1.36, 5.75, repro,
2011-12-13,9.21, 40.11, -3.70, 1.85, 1.36, 5.83, repro,
2011-12-14,9.49, 39.64, -6.70, 1.78, 1.36, 5.74, repro,
2011-12-15,9.42, 39.80, -6.07, 1.87, 1.46, 6.01, repro,
2011-12-16,9.60, 40.00, -12.75, 1.84, 1.39, 5.89, repro,
2011-12-17,8.46, 40.26, -9.80, 1.83, 1.46, 5.88, repro,
2011-12-18,9.04, 40.01, -12.26, 1.93, 1.46, 6.13, repro,
2011-12-19,8.62, 40.06, -6.60, 1.82, 1.39, 5.76, repro,
2011-12-20,9.28, 39.53, -6.35, 1.89, 1.46, 5.97, repro,
2011-12-21,8.63, 40.18, -7.97, 1.82, 1.42, 5.83, repro,
2011-12-22,9.32, 40.73, -11.38, 1.76, 1.39, 5.64, repro,
2011-12-23,9.72, 41.24, -14.76, 1.92, 1.51, 6.14, repro,
2011-12-24,8.80, 39.87, -12.54, 1.94, 1.51, 6.29, repro,
2011-12-25,8.85, 39.38, -14.68, 1.95, 1.46, 6.09, repro,
2011-12-26,9.71, 39.36, -7.35, 1.88, 1.41, 5.96, repro,
2011-12-27,9.69, 40.04, -9.18, 2.02, 1.49, 6.26, repro,
2011-12-28,6.83, 39.33, -9.25, 2.05, 1.51, 6.45, repro,
2011-12-29,10.00, 39.73, -2.42, 2.08, 1.54, 6.51, repro,
2011-12-30,8.91, 40.24, -6.73, 2.15, 1.61, 6.7, repro,
2011-12-31,10.78, 38.91, -14.51, 1.87, 1.4, 5.84, repro,
2012-01-01,9.72, 39.37, -14.56, 1.89, 1.39, 5.92, repro,
2012-01-02,10.34, 40.50, -9.24, 2, 1.47, 6.28, repro,
2012-01-03,9.56, 39.92, -9.41, 2.01, 1.44, 6.27, repro,
2012-01-04,8.37, 40.65, -9.11, 2.12, 1.6, 6.63, repro,
2012-01-05,9.50, 38.59, -11.06, 2.16, 1.63, 6.71, repro,
2012-01-06,10.33, 40.14, -10.40, 1.88, 1.41, 5.83, repro,
2012-01-07,10.33, 39.16, -9.70, 1.83, 1.35, 5.7, repro,
2012-01-08,9.61, 39.77, -6.13, 1.87, 1.42, 6, repro,
2012-01-09,9.85, 40.05, -9.74, 1.99, 1.47, 6.29, repro,
2012-01-10,9.38, 40.32, -11.41, 1.85, 1.37, 5.87, repro,
2012-01-11,9.16, 40.98, -15.07, 1.85, 1.38, 5.78, repro,
2012-01-12,10.32, 40.69, -9.47, 1.84, 1.36, 5.63, repro,
2012-01-13,10.44, 40.23, -12.82, 1.9, 1.45, 5.95, repro,
2012-01-14,11.04, 41.82, -12.72, 1.9, 1.41, 5.92, repro,
2012-01-15,10.62, 40.15, -12.79, 1.9, 1.36, 5.82, repro,
2012-01-16,10.57, 40.16, -11.96, 1.84, 1.36, 5.77, repro,
2012-01-17,8.76, 40.87, -14.69, 1.79, 1.32, 5.6, repro,
2012-01-18,10.27, 39.85, -6.52, 1.71, 1.3, 5.41, repro,
2012-01-19,9.90, 40.01, -2.35, 1.71, 1.29, 5.31, repro,
2012-01-20,8.26, 40.67, -5.96, 1.76, 1.32, 5.42, repro,
2012-01-21,7.76, 39.86, 5.76, 1.97, 1.46, 6.19, repro,
2012-01-22,9.13, 41.00, -9.15, 1.98, 1.45, 6.26, repro,
2012-01-23,10.60, 40.31, -6.63, 2.04, 1.49, 6.42, repro,
2012-01-24,11.52, 39.85, -9.40, 2.02, 1.45, 6.25, repro,
2012-01-25,7.86, 38.28, -5.51, 2.21, 1.62, 6.91, repro,
2012-01-26,9.87, 40.71, -17.87, 1.91, 1.36, 5.94, repro,
2012-01-27,10.60, 41.19, -15.92, 1.86, 1.4, 5.87, repro,
2012-01-28,9.42, 41.47, -14.55, 1.84, 1.41, 5.76, repro,
2012-01-29,8.11, 40.91, -9.38, 1.87, 1.38, 5.83, repro,
2012-01-30,9.04, 40.19, -7.41, 1.87, 1.39, 5.97, repro,
2012-01-31,10.50, 39.79, -4.88, 1.89, 1.42, 5.94, repro,
2012-02-01,9.75, 40.68, -7.52, 1.92, 1.34, 5.83, repro,
2012-02-02,10.15, 41.03, -19.05, 1.86, 1.4, 5.83, repro,
2012-02-03,10.35, 41.70, -20.34, 1.88, 1.39, 5.9, repro,
2012-02-04,10.37, 41.01, -14.78, 1.86, 1.37, 5.86, repro,
2012-02-05,11.28, 41.18, -14.96, 1.91, 1.4, 5.94, repro,
2012-02-06,11.43, 40.49, -16.70, 1.91, 1.38, 5.97, repro,
2012-02-07,11.79, 41.02, -16.72, 1.87, 1.4, 5.84, repro,
2012-02-08,10.18, 40.06, -7.79, 2.11, 1.55, 6.54, repro,
2012-02-09,10.33, 41.08, -16.44, 1.95, 1.44, 5.99, repro,
2012-02-10,10.06, 40.29, -12.47, 1.89, 1.43, 5.97, repro,
2012-02-11,8.36, 38.16, -10.90, 2.01, 1.41, 6.12, repro,
2012-02-12,10.68, 40.40, -11.72, 1.85, 1.38, 5.7, repro,
2012-02-13,9.63, 40.25, -8.68, 1.95, 1.43, 6.15, repro,
2012-02-14,9.82, 39.96, -7.76, 1.9, 1.36, 5.84, repro,
2012-02-15,10.40, 40.57, -11.57, 1.87, 1.38, 5.73, repro,
2012-02-16,11.42, 41.38, -15.40, 1.95, 1.39, 5.99, repro,
2012-02-17,9.86, 41.03, -14.87, 1.98, 1.41, 6.09, repro,
2012-02-18,10.79, 41.07, -16.82, 1.91, 1.41, 6.03, repro,
2012-02-19,10.76, 41.01, -12.01, 1.91, 1.37, 5.87, repro,
2012-02-20,10.25, 40.04, -5.48, 1.85, 1.37, 5.85, repro,
2012-02-21,9.49, 41.13, -4.27, 1.89, 1.38, 5.9, repro,
2012-02-22,8.53, 42.02, -3.99, 1.98, 1.44, 6.04, repro,
2012-02-23,10.57, 41.47, -7.31, 1.99, 1.48, 6.16, repro,
2012-02-24,9.05, 40.58, -14.77, 1.83, 1.4, 5.83, repro,
2012-02-25,11.15, 40.37, -7.94, 1.83, 1.33, 5.7, repro,
2012-02-26,10.86, 41.28, -10.83, 1.85, 1.42, 5.81, repro,
2012-02-27,10.21, 41.71, -10.14, 1.83, 1.34, 5.77, repro,
2012-02-28,10.35, 40.67, -8.11, 1.97, 1.42, 6.11, repro,
2012-02-29,9.60, 42.88, -15.48, 1.94, 1.45, 6.06, repro,
2012-03-01,10.55, 40.95, -8.89, 1.92, 1.36, 5.83, repro,
2012-03-02,10.35, 41.16, -11.06, 1.88, 1.36, 5.97, repro,
2012-03-03,10.86, 41.10, -8.55, 1.92, 1.4, 6.05, repro,
2012-03-04,11.62, 42.10, -15.07, 1.99, 1.45, 6.18, repro,
2012-03-05,10.05, 41.51, -12.30, 1.91, 1.43, 5.86, repro,
2012-03-06,11.54, 41.33, -9.25, 1.95, 1.41, 6.04, repro,
2012-03-07,10.26, 41.26, -9.02, 1.87, 1.38, 5.8, repro,
2012-03-08,11.57, 42.22, -12.53, 1.89, 1.36, 5.82, repro,
2012-03-09,11.41, 41.72, -10.55, 2.03, 1.48, 6.34, repro,
2012-03-10,11.47, 41.60, -8.11, 1.85, 1.36, 5.71, repro,
2012-03-11,11.25, 40.92, -6.80, 1.95, 1.44, 6.17, repro,
2012-03-12,11.69, 42.22, -10.28, 1.96, 1.43, 6.07, repro,
2012-03-13,11.57, 40.04, -6.69, 1.94, 1.4, 6, repro,
2012-03-14,11.00, 41.22, -9.76, 1.9, 1.33, 5.88, repro,
2012-03-15,11.17, 42.35, -10.65, 2.04, 1.46, 6.34, repro,
2012-03-16,12.36, 40.84, -11.79, 1.87, 1.35, 5.73, repro,
2012-03-17,12.53, 41.24, -10.23, 1.88, 1.35, 5.74, repro,
2012-03-18,11.71, 41.00, -8.81, 1.9, 1.36, 5.81, repro,
2012-03-19,12.88, 41.43, -11.40, 1.89, 1.36, 5.83, repro,
2012-03-20,12.72, 42.07, -6.66, 2.01, 1.49, 6.26, repro,
2012-03-21,11.26, 42.05, -17.05, 1.99, 1.43, 6.16, repro,
2012-03-22,11.72, 41.64, -19.28, 1.85, 1.32, 5.68, repro,
2012-03-23,12.19, 41.62, -20.35, 1.84, 1.33, 5.71, repro,
2012-03-24,12.13, 41.99, -18.87, 1.79, 1.32, 5.6, repro,
2012-03-25,12.22, 41.73, -14.05, 1.76, 1.31, 5.51, repro,
2012-03-26,12.07, 42.14, -12.04, 1.81, 1.32, 5.59, repro,
2012-03-27,10.11, 42.96, -14.81, 1.89, 1.37, 5.84, repro,
2012-03-28,12.79, 44.62, -17.31, 2.07, 1.49, 6.47, repro,
2012-03-29,11.53, 42.77, -13.80, 1.93, 1.41, 6, repro,
2012-03-30,12.35, 40.69, -5.99, 1.88, 1.38, 5.81, repro,
2012-03-31,12.35, 40.82, -9.31, 1.87, 1.34, 5.7, repro,
2012-04-01,11.67, 41.32, -7.90, 1.95, 1.43, 6.05, repro,
2012-04-02,11.44, 43.10, -15.30, 1.92, 1.42, 6, repro,
2012-04-03,11.60, 43.21, -19.81, 1.82, 1.3, 5.72, repro,
2012-04-04,12.60, 42.49, -17.33, 1.86, 1.37, 5.69, repro,
2012-04-05,12.53, 41.74, -20.90, 1.87, 1.31, 5.76, repro,
2012-04-06,12.69, 44.09, -15.87, 1.8, 1.3, 5.57, repro,
2012-04-07,11.99, 42.74, -20.33, 1.78, 1.27, 5.5, repro,
2012-04-08,12.32, 43.22, -23.86, 1.8, 1.26, 5.56, repro,
2012-04-09,12.10, 42.85, -18.24, 1.81, 1.29, 5.6, repro,
2012-04-10,12.61, 42.55, -17.85, 1.82, 1.31, 5.63, repro,
2012-04-11,12.08, 42.20, -13.83, 1.74, 1.33, 5.53, repro,
2012-04-12,11.77, 42.47, -13.40, 1.82, 1.31, 5.74, repro,
2012-04-13,12.57, 41.91, -14.65, 1.81, 1.32, 5.71, repro,
2012-04-14,12.78, 42.44, -16.12, 1.82, 1.31, 5.63, repro,
2012-04-15,13.23, 42.37, -17.40, 1.9, 1.42, 5.99, repro,
2012-04-16,12.50, 42.26, -18.65, 2, 1.47, 6.27, repro,
2012-04-17,12.58, 42.60, -18.72, 1.92, 1.44, 6.02, repro,
2012-04-18,11.19, 42.62, -15.47, 1.86, 1.36, 5.84, repro,
2012-04-19,11.97, 43.31, -18.58, 1.86, 1.4, 5.88, repro,
2012-04-20,13.55, 43.87, -23.65, 2.17, 1.56, 6.81, repro,
2012-04-21,12.19, 42.90, -24.46, 1.84, 1.34, 5.72, repro,
2012-04-22,12.08, 43.60, -21.47, 1.79, 1.33, 5.63, repro,
2012-04-23,12.24, 44.15, -16.95, 1.8, 1.38, 5.63, repro,
2012-04-24,11.96, 42.95, -14.41, 1.89, 1.44, 5.95, repro,
2012-04-25,12.51, 43.67, -18.31, 1.99, 1.44, 6.3, repro,
2012-04-26,13.66, 43.56, -21.80, 1.93, 1.46, 6.08, repro,
2012-04-27,12.17, 42.83, -18.61, 1.94, 1.4, 5.96, repro,
2012-04-28,12.95, 43.16, -23.19, 1.77, 1.3, 5.51, repro,
2012-04-29,12.95, 43.35, -20.83, 1.77, 1.37, 5.51, repro,
2012-04-30,12.86, 43.24, -17.00, 1.94, 1.41, 6.02, repro,
2012-05-01,12.26, 43.29, -13.53, 1.88, 1.4, 5.91, repro,
2012-05-02,12.01, 42.28, -17.15, 1.81, 1.35, 5.68, repro,
2012-05-03,12.92, 42.49, -15.10, 1.77, 1.36, 5.61, repro,
2012-05-04,13.66, 43.47, -18.18, 1.83, 1.34, 5.78, repro,
2012-05-05,13.12, 43.21, -21.50, 1.74, 1.31, 5.52, repro,
2012-05-06,13.52, 43.58, -27.19, 1.79, 1.32, 5.68, repro,
2012-05-07,12.44, 43.28, -19.61, 1.78, 1.34, 5.64, repro,
2012-05-08,12.28, 43.70, -18.10, 2.09, 1.52, 6.61, repro,
2012-05-09,14.83, 43.37, -18.70, 2.07, 1.53, 6.47, repro,
2012-05-10,13.24, 43.49, -18.61, 1.82, 1.33, 5.69, repro,
2012-05-11,13.28, 43.75, -21.03, 1.75, 1.29, 5.57, repro,
2012-05-12,13.05, 43.10, -17.92, 1.75, 1.34, 5.46, repro,
2012-05-13,12.85, 43.61, -18.88, 1.75, 1.34, 5.54, repro,
2012-05-14,12.62, 43.84, -20.05, 1.8, 1.31, 5.65, repro,
2012-05-15,13.28, 43.36, -16.79, 1.82, 1.36, 5.72, repro,
2012-05-16,13.83, 43.30, -12.49, 1.98, 1.45, 6.08, repro,
2012-05-17,13.83, 42.38, -12.71, 1.87, 1.39, 5.85, repro,
2012-05-18,14.26, 43.67, -14.51, 2.04, 1.55, 6.42, repro,
2012-05-19,12.89, 43.78, -13.71, 2, 1.43, 6.23, repro,
2012-05-20,13.18, 43.21, -10.25, 1.83, 1.37, 5.65, repro,
2012-05-21,13.17, 43.08, -9.95, 1.86, 1.4, 5.81, repro,
2012-05-22,12.46, 43.27, -10.59, 2.01, 1.42, 6.16, repro,
2012-05-23,13.88, 43.37, -11.48, 1.83, 1.3, 5.64, repro,
2012-05-24,13.25, 43.48, -7.59, 1.84, 1.37, 5.81, repro,
2012-05-25,12.80, 43.45, -14.01, 1.73, 1.25, 5.36, repro,
2012-05-26,13.78, 43.61, -10.80, 1.68, 1.26, 5.35, repro,
2012-05-27,14.01, 42.81, -14.40, 1.88, 1.35, 5.83, repro,
2012-05-28,13.34, 44.10, -10.48, 1.81, 1.34, 5.73, repro,
2012-05-29,12.57, 43.16, -10.88, 1.68, 1.27, 5.34, repro,
2012-05-30,13.23, 43.73, -8.47, 1.83, 1.32, 5.67, repro,
2012-05-31,13.28, 44.53, -13.08, 1.8, 1.37, 5.61, repro,
2012-06-01,13.37, 43.77, -2.95, 2.1, 1.49, 6.52, repro,
2012-06-02,14.47, 43.28, -7.29, 1.85, 1.33, 5.69, repro,
2012-06-03,12.86, 43.10, -9.56, 1.89, 1.41, 5.88, repro,
2012-06-04,12.23, 43.76, -12.62, 1.85, 1.43, 5.84, repro,
2012-06-05,12.89, 43.27, -12.71, 1.91, 1.42, 6.02, repro,
2012-06-06,13.64, 44.18, -5.87, 1.9, 1.42, 6.06, repro,
2012-06-07,12.11, 44.10, -13.32, 2, 1.47, 6.24, repro,
2012-06-08,13.53, 43.67, -9.48, 1.83, 1.35, 5.82, repro,
2012-06-09,13.52, 43.05, -11.06, 1.77, 1.38, 5.71, repro,
2012-06-10,13.15, 43.64, -14.04, 1.83, 1.36, 5.78, repro,
2012-06-11,13.17, 44.08, -17.87, 2.11, 1.53, 6.65, repro,
2012-06-12,12.90, 44.51, -11.89, 1.82, 1.44, 5.82, repro,
2012-06-13,14.18, 44.72, -8.51, 1.99, 1.47, 6.38, repro,
2012-06-14,13.96, 44.04, -7.69, 1.9, 1.43, 6, repro,
2012-06-15,12.60, 43.56, -12.04, 1.86, 1.36, 5.87, repro,
2012-06-16,13.24, 44.02, -9.16, 1.91, 1.39, 6.01, repro,
2012-06-17,12.61, 45.65, -1.64, 2.04, 1.49, 6.34, repro,
2012-06-18,13.41, 43.37, -7.39, 1.88, 1.42, 5.91, repro,
2012-06-19,13.07, 44.73, -11.88, 1.82, 1.31, 5.64, repro,
2012-06-20,12.94, 43.99, -11.33, 1.8, 1.33, 5.6, repro,
2012-06-21,13.38, 44.03, -9.10, 1.96, 1.43, 6.15, repro,
2012-06-22,12.80, 43.39, -6.42, 1.96, 1.4, 6.12, repro,
2012-06-23,12.81, 43.87, -5.98, 1.87, 1.36, 5.77, repro,
2012-06-24,12.96, 44.66, -13.19, 1.91, 1.4, 5.93, repro,
2012-06-25,12.61, 43.97, -11.64, 1.87, 1.38, 5.79, repro,
2012-06-26,13.39, 44.50, -8.55, 1.8, 1.37, 5.65, repro,
2012-06-27,12.96, 44.02, -11.07, 1.86, 1.33, 5.76, repro,
2012-06-28,14.20, 44.10, -7.71, 1.92, 1.42, 6.04, repro,
2012-06-29,15.18, 43.56, -7.80, 1.92, 1.39, 5.98, repro,
2012-06-30,13.40, 44.44, -8.97, 1.76, 1.26, 5.53, repro,
2012-07-01,13.89, 43.91, -5.30, 2.01, 1.46, 6.25, repro,
2012-07-02,14.26, 43.92, -8.46, 1.74, 1.23, 5.34, repro,
2012-07-03,13.10, 44.80, -5.65, 1.81, 1.34, 5.73, repro,
2012-07-04,13.20, 45.05, -9.91, 1.83, 1.37, 5.65, repro,
2012-07-05,13.20, 44.68, -12.30, 1.82, 1.34, 5.78, repro,
2012-07-06,13.32, 43.61, -11.71, 1.78, 1.3, 5.65, repro,
2012-07-07,15.59, 42.90, -7.25, 1.87, 1.32, 5.83, repro,
2012-07-08,13.71, 44.49, -11.10, 1.89, 1.39, 5.88, repro,
2012-07-09,13.15, 43.05, -14.51, 2.3, 1.61, 7.03, repro,
2012-07-10,13.21, 44.86, -17.13, 2.07, 1.48, 6.44, repro,
2012-07-11,12.75, 45.23, -8.97, 1.91, 1.4, 6.02, repro,
2012-07-12,13.85, 44.46, -2.94, 1.99, 1.46, 6.18, repro,
2012-07-13,13.55, 45.74, -11.18, 2.27, 1.63, 7.13, repro,
2012-07-14,14.37, 43.55, -4.47, 2.12, 1.51, 6.66, repro,
2012-07-15,12.90, 43.03, -8.34, 2.1, 1.5, 6.6, repro,
2012-07-16,13.44, 44.20, -2.70, 2.08, 1.47, 6.49, repro,
2012-07-17,13.39, 43.19, -7.72, 1.93, 1.42, 6.11, repro,
2012-07-18,13.56, 42.81, -5.04, 1.92, 1.33, 6, repro,
2012-07-19,13.58, 44.06, -3.16, 1.99, 1.41, 6.28, repro,
2012-07-20,14.00, 44.90, -9.96, 2.24, 1.6, 7.03, repro,
2012-07-21,13.06, 44.01, -2.46, 1.85, 1.36, 5.79, repro,
2012-07-22,12.94, 44.04, -7.10, 1.85, 1.3, 5.77, repro,
2012-07-23,13.40, 43.71, -8.74, 1.86, 1.37, 5.87, repro,
2012-07-24,13.02, 44.36, -8.17, 1.89, 1.41, 5.97, repro,
2012-07-25,12.97, 44.20, -6.90, 1.74, 1.28, 5.53, repro,
2012-07-26,13.95, 44.23, -4.40, 1.98, 1.41, 6.19, repro,
2012-07-27,12.92, 43.64, -4.88, 1.88, 1.34, 5.75, repro,
2012-07-28,12.84, 43.98, -4.90, 1.79, 1.33, 5.63, repro,
2012-07-29,12.64, 44.75, -6.16, 1.81, 1.31, 5.78, repro,
2012-07-30,12.88, 43.46, -4.34, 1.9, 1.35, 5.93, repro,
2012-07-31,13.71, 44.57, -2.43, 1.94, 1.38, 6.06, repro,
2012-08-01,11.74, 45.70, -10.45, 1.84, 1.28, 5.78, repro,
2012-08-02,11.56, 44.93, -2.36, 1.91, 1.4, 6.07, repro,
2012-08-03,12.29, 44.20, -0.17, 1.77, 1.29, 5.59, repro,
2012-08-04,12.20, 44.85, -2.18, 1.87, 1.36, 5.89, repro,
2012-08-05,13.87, 43.81, -1.99, 1.85, 1.34, 5.81, repro,
2012-08-06,12.85, 45.21, 1.13, 2.06, 1.45, 6.47, repro,
2012-08-07,13.24, 43.90, -7.75, 1.9, 1.34, 5.9, repro,
2012-08-08,11.65, 45.07, -1.40, 2.38, 1.62, 7.43, repro,
2012-08-09,12.41, 44.81, -5.57, 1.74, 1.24, 5.41, repro,
2012-08-10,13.32, 44.56, -1.83, 1.92, 1.37, 5.98, repro,
2012-08-11,12.36, 44.78, -1.46, 1.88, 1.3, 5.71, repro,
2012-08-12,12.37, 45.00, -0.75, 1.86, 1.33, 5.78, repro,
2012-08-13,12.15, 45.43, 0.51, 1.88, 1.35, 5.87, repro,
2012-08-14,12.53, 44.41, -0.21, 2.06, 1.45, 6.4, repro,
2012-08-15,11.50, 43.92, -0.09, 1.87, 1.3, 5.87, repro,
2012-08-16,12.74, 44.63, -0.14, 1.79, 1.29, 5.57, repro,
2012-08-17,11.94, 44.90, 0.99, 1.94, 1.41, 6.06, repro,
2012-08-18,12.20, 45.19, -2.78, 1.87, 1.34, 5.83, repro,
2012-08-19,12.01, 44.43, -9.12, 1.94, 1.34, 6, repro,
2012-08-20,11.04, 44.88, -0.69, 1.93, 1.38, 6.07, repro,
2012-08-21,13.24, 44.52, 0.65, 1.94, 1.39, 6.13, repro,
2012-08-22,11.98, 44.69, 0.06, 1.72, 1.23, 5.35, repro,
2012-08-23,12.50, 44.07, 3.27, 1.82, 1.32, 5.8, repro,
2012-08-24,12.52, 45.29, 1.79, 1.78, 1.28, 5.59, repro,
2012-08-25,11.26, 45.47, 0.28, 1.74, 1.24, 5.48, repro,
2012-08-26,12.06, 44.62, 4.52, 1.89, 1.36, 5.9, repro,
2012-08-27,12.55, 44.45, 1.44, 2.07, 1.49, 6.49, repro,
2012-08-28,11.46, 45.50, -0.48, 1.79, 1.25, 5.67, repro,
2012-08-29,12.46, 45.54, 0.33, 1.76, 1.23, 5.59, repro,
2012-08-30,11.72, 45.12, 1.15, 1.76, 1.2, 5.49, repro,
2012-08-31,11.80, 45.47, 3.59, 1.68, 1.21, 5.32, repro,
2012-09-01,12.50, 44.61, 2.04, 1.83, 1.31, 5.68, repro,
2012-09-02,12.93, 46.23, -0.07, 1.92, 1.36, 5.93, repro,
2012-09-03,12.36, 45.54, 0.28, 1.78, 1.3, 5.57, repro,
2012-09-04,11.54, 45.86, -2.35, 1.75, 1.26, 5.57, repro,
2012-09-05,11.68, 45.07, -1.31, 1.78, 1.29, 5.55, repro,
2012-09-06,11.92, 44.89, 2.32, 1.97, 1.43, 6.16, repro,
2012-09-07,11.76, 45.49, 0.08, 1.73, 1.26, 5.58, repro,
2012-09-08,11.72, 44.76, 0.34, 1.75, 1.32, 5.65, repro,
2012-09-09,12.11, 43.39, 0.85, 2.02, 1.45, 6.3, repro,
2012-09-10,11.36, 43.64, 1.96, 2.04, 1.48, 6.42, repro,
2012-09-11,13.19, 43.71, -3.37, 1.77, 1.28, 5.7, repro,
2012-09-12,12.86, 43.02, -0.95, 1.79, 1.28, 5.65, repro,
2012-09-13,12.69, 43.95, -5.61, 1.81, 1.34, 5.74, repro,
2012-09-14,12.20, 43.72, -5.60, 1.89, 1.37, 5.98, repro,
2012-09-15,12.75, 42.15, -3.05, 1.87, 1.32, 5.94, repro,
2012-09-16,12.15, 42.55, -1.52, 1.79, 1.28, 5.58, repro,
2012-09-17,11.39, 42.07, -2.69, 1.79, 1.29, 5.58, repro,
2012-09-18,11.99, 41.11, 3.35, 1.68, 1.21, 5.25, repro,
2012-09-19,11.38, 41.88, 2.01, 1.86, 1.39, 5.91, repro,
2012-09-20,10.68, 41.41, -3.67, 1.95, 1.33, 6.13, repro,
2012-09-21,11.43, 41.25, -1.90, 1.69, 1.26, 5.39, repro,
2012-09-22,12.02, 41.12, 0.75, 1.97, 1.42, 6.25, repro,
2012-09-23,11.23, 40.92, -0.68, 1.83, 1.35, 5.81, repro,
2012-09-24,10.42, 40.58, 1.35, 1.93, 1.4, 6.12, repro,
2012-09-25,11.01, 41.28, -0.71, 1.83, 1.32, 5.79, repro,
2012-09-26,11.28, 40.60, -2.73, 1.74, 1.24, 5.55, repro,
2012-09-27,10.15, 41.73, 3.63, 1.97, 1.43, 6.23, repro,
2012-09-28,9.80, 40.69, 1.08, 2.08, 1.47, 6.54, repro,
2012-09-29,10.70, 40.92, -2.71, 2.11, 1.47, 6.61, repro,
2012-09-30,10.30, 40.73, -4.92, 1.68, 1.26, 5.46, repro,
2012-10-01,10.83, 41.05, -6.21, 1.86, 1.37, 5.92, repro,
2012-10-02,10.72, 41.91, -2.71, 1.96, 1.41, 6.24, repro,
2012-10-03,9.72, 41.41, -5.71, 1.75, 1.28, 5.57, repro,
2012-10-04,10.69, 41.91, -7.29, 1.69, 1.25, 5.42, repro,
